Name,Nationality,Club,Preferred Positions,Age,Special,Acceleration,Aggression,Agility,Composure,Crossing,Curve,Dribbling,Free kick accuracy,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Overall,Potential,Wage,Value
A. Ulmer,Austria,FC Red Bull Salzburg,LB ,31,1862,70.0,67.0,73.0,69.0,71.0,73.0,67.0,33.0,59.0,69.0,57.0,63.0,70.0,69.0,36.0,71.0,74.0,72.0,72.0,73.0,73.0,85.0,71.0,65.0,65.0,70.0,73,73,28000.0,2600000.0
Fabiano Sonta,Brazil,Clube Atlético Paranaense,CDM CB ,25,1659,47.0,78.0,69.0,75.0,39.0,33.0,46.0,49.0,72.0,77.0,62.0,65.0,43.0,71.0,44.0,37.0,73.0,69.0,54.0,65.0,54.0,56.0,73.0,85.0,51.0,46.0,73,73,14000.0,3500000.0
Osvaldo Lodeiro,Brazil,Clube Atlético Paranaense,LB RB CB ,29,1711,69.0,71.0,64.0,70.0,49.0,43.0,44.0,45.0,73.0,69.0,52.0,71.0,51.0,75.0,75.0,37.0,73.0,53.0,57.0,74.0,77.0,41.0,76.0,84.0,47.0,44.0,73,73,15000.0,3100000.0
E. Muñoz,Argentina,CD Leganés,CB ,26,1481,52.0,78.0,50.0,62.0,30.0,29.0,38.0,30.0,73.0,69.0,82.0,55.0,31.0,75.0,21.0,21.0,65.0,58.0,57.0,75.0,54.0,68.0,76.0,79.0,29.0,18.0,73,76,21000.0,4200000.0
C. Molinaro,Italy,Torino,LM LB ,33,1889,67.0,73.0,65.0,75.0,76.0,67.0,69.0,44.0,63.0,75.0,74.0,61.0,59.0,71.0,63.0,64.0,69.0,70.0,69.0,75.0,74.0,67.0,75.0,74.0,57.0,53.0,73,73,36000.0,1500000.0
Guitián,Spain,Real Valladolid,CDM CB ,26,1719,64.0,71.0,62.0,73.0,35.0,44.0,58.0,34.0,74.0,75.0,84.0,64.0,37.0,68.0,30.0,52.0,68.0,70.0,59.0,71.0,65.0,77.0,69.0,78.0,58.0,31.0,73,76,10000.0,4200000.0
D. Senderón,Chile,Colo-Colo,CB ,33,1782,71.0,71.0,73.0,76.0,53.0,44.0,45.0,50.0,72.0,70.0,80.0,76.0,44.0,65.0,57.0,30.0,63.0,64.0,60.0,75.0,77.0,58.0,75.0,81.0,45.0,61.0,73,73,7000.0,1600000.0
F. Díaz,Colombia,,LB ,33,1935,73.0,77.0,80.0,73.0,69.0,55.0,64.0,57.0,65.0,62.0,90.0,62.0,49.0,76.0,61.0,62.0,76.0,71.0,77.0,75.0,78.0,76.0,69.0,59.0,62.0,48.0,73,73,0.0,0.0
R. Danzé,France,Stade Rennais FC,RB ,30,1920,66.0,75.0,68.0,76.0,72.0,61.0,69.0,55.0,66.0,78.0,63.0,73.0,71.0,70.0,42.0,59.0,74.0,75.0,69.0,74.0,66.0,68.0,72.0,72.0,66.0,58.0,73,73,21000.0,2900000.0
Clerc,Spain,CA Osasuna,LM LB LWB ,25,1844,77.0,58.0,71.0,68.0,72.0,59.0,75.0,46.0,54.0,66.0,73.0,54.0,43.0,65.0,44.0,61.0,67.0,68.0,59.0,71.0,79.0,90.0,69.0,71.0,63.0,40.0,73,76,10000.0,4099999.9999999995
J. Djourou,Switzerland,Antalyaspor,CB ,30,1593,65.0,74.0,53.0,69.0,44.0,42.0,29.0,39.0,77.0,75.0,66.0,68.0,28.0,73.0,48.0,44.0,73.0,29.0,42.0,75.0,72.0,54.0,76.0,87.0,46.0,34.0,73,73,17000.0,3000000.0
Lee Jae Sung,Korea Republic,Jeonbuk Hyundai Motors,CB ,28,1665,52.0,70.0,67.0,55.0,32.0,43.0,35.0,38.0,72.0,69.0,77.0,57.0,46.0,75.0,45.0,43.0,68.0,58.0,66.0,73.0,58.0,74.0,74.0,88.0,50.0,11.0,73,73,12000.0,3200000.0
L. Fuentes,Mexico,Monterrey,LB ,30,1963,74.0,68.0,74.0,67.0,73.0,63.0,69.0,55.0,72.0,71.0,81.0,69.0,65.0,71.0,63.0,64.0,67.0,70.0,72.0,72.0,70.0,78.0,74.0,71.0,64.0,52.0,73,73,20000.0,2900000.0
M. Rovero,Chile,CD Universidad de Concepción,CB ,25,1526,33.0,67.0,40.0,82.0,39.0,39.0,37.0,31.0,74.0,74.0,43.0,65.0,44.0,74.0,48.0,32.0,64.0,66.0,77.0,65.0,42.0,46.0,77.0,87.0,24.0,44.0,73,73,5000.0,3500000.0
Wellington Sabrão,Brazil,Associação Atlética Ponte Preta,LB CB ,33,1707,63.0,77.0,48.0,67.0,51.0,54.0,44.0,42.0,74.0,67.0,72.0,74.0,45.0,69.0,71.0,40.0,62.0,66.0,72.0,76.0,66.0,46.0,77.0,81.0,42.0,40.0,73,73,16000.0,1600000.0
E. Sviatchenko,Denmark,Celtic,CB ,25,1793,63.0,76.0,71.0,73.0,42.0,42.0,43.0,34.0,72.0,71.0,84.0,64.0,61.0,71.0,35.0,62.0,68.0,66.0,67.0,71.0,73.0,71.0,72.0,82.0,63.0,36.0,73,75,42000.0,4099999.9999999995
A. Rojas,Argentina,River Plate,LM LW LB CM ,31,1986,64.0,68.0,67.0,69.0,74.0,70.0,71.0,65.0,67.0,65.0,70.0,75.0,73.0,63.0,66.0,72.0,71.0,76.0,74.0,57.0,69.0,73.0,64.0,70.0,69.0,71.0,73,73,21000.0,3400000.0
G. Fabianos,Chile,CD Antofagasta,RB CB ,33,1715,76.0,70.0,62.0,66.0,69.0,30.0,53.0,31.0,76.0,66.0,88.0,68.0,41.0,72.0,37.0,58.0,71.0,65.0,48.0,76.0,70.0,58.0,75.0,77.0,47.0,32.0,73,73,5000.0,1600000.0
K. Amian Adou,France,Toulouse FC,RB ,19,1841,73.0,75.0,71.0,72.0,67.0,69.0,67.0,39.0,62.0,72.0,74.0,57.0,35.0,76.0,42.0,62.0,72.0,72.0,53.0,74.0,73.0,76.0,75.0,73.0,55.0,46.0,73,86,13000.0,6500000.0
Ailton Valpaços,Brazil,Cruzeiro,CDM CB ,25,1866,71.0,80.0,67.0,72.0,47.0,60.0,60.0,48.0,72.0,65.0,76.0,67.0,76.0,69.0,50.0,55.0,64.0,73.0,79.0,77.0,62.0,75.0,75.0,79.0,50.0,50.0,73,73,24000.0,3500000.0
I. Lewczuk,Poland,Girondins de Bordeaux,CB ,32,1799,56.0,78.0,54.0,67.0,67.0,59.0,60.0,34.0,62.0,74.0,70.0,53.0,35.0,75.0,52.0,62.0,72.0,68.0,63.0,69.0,53.0,91.0,74.0,82.0,60.0,34.0,73,73,34000.0,2300000.0
Jorge Carvallinho,Brazil,Botafogo de Futebol e Regatas,LB CB ,33,1734,61.0,73.0,45.0,72.0,54.0,47.0,47.0,54.0,68.0,69.0,62.0,60.0,48.0,76.0,61.0,44.0,70.0,67.0,64.0,68.0,60.0,72.0,73.0,84.0,48.0,45.0,73,73,17000.0,1600000.0
Edgar Ié,Portugal,LOSC Lille,RB CB ,23,1787,76.0,75.0,70.0,67.0,68.0,49.0,60.0,60.0,64.0,73.0,91.0,54.0,55.0,70.0,49.0,35.0,65.0,61.0,67.0,74.0,79.0,68.0,75.0,73.0,33.0,38.0,73,80,30000.0,4800000.0
J. Moreira,Paraguay,River Plate,RB ,27,1814,85.0,65.0,77.0,68.0,78.0,59.0,67.0,32.0,65.0,59.0,64.0,72.0,59.0,67.0,39.0,62.0,64.0,77.0,55.0,66.0,87.0,85.0,72.0,48.0,51.0,28.0,73,74,19000.0,3700000.0
J. Brabec,Czech Republic,KRC Genk,CB ,24,1756,53.0,72.0,61.0,70.0,54.0,39.0,59.0,29.0,74.0,66.0,77.0,65.0,56.0,72.0,49.0,52.0,69.0,68.0,67.0,72.0,59.0,71.0,74.0,76.0,58.0,51.0,73,77,13000.0,4400000.0
M. Motta,Italy,UD Almería,RM RB ,31,1913,76.0,78.0,67.0,74.0,78.0,74.0,70.0,46.0,73.0,68.0,70.0,68.0,73.0,65.0,52.0,71.0,68.0,72.0,72.0,72.0,76.0,75.0,74.0,76.0,60.0,45.0,73,73,10000.0,2600000.0
André Ramalho,Brazil,Bayer 04 Leverkusen,CDM CB ,25,1885,55.0,63.0,67.0,70.0,46.0,58.0,62.0,61.0,75.0,78.0,85.0,72.0,70.0,69.0,42.0,59.0,71.0,74.0,75.0,73.0,55.0,73.0,72.0,76.0,66.0,42.0,73,77,38000.0,4300000.0
Welinton,Brazil,Alanyaspor,CB ,28,1752,53.0,78.0,60.0,55.0,59.0,41.0,41.0,53.0,75.0,65.0,80.0,51.0,41.0,74.0,39.0,62.0,60.0,61.0,66.0,73.0,67.0,73.0,75.0,80.0,52.0,53.0,73,74,15000.0,3600000.0
L. Pokorný,Czech Republic,Montpellier Hérault SC,CB ,23,1788,53.0,73.0,54.0,67.0,53.0,56.0,57.0,36.0,74.0,70.0,74.0,69.0,58.0,72.0,53.0,46.0,68.0,67.0,68.0,70.0,69.0,65.0,73.0,83.0,59.0,48.0,73,79,20000.0,4700000.0
Park Joo Ho,Korea Republic,Borussia Dortmund,CDM LB ,30,1907,75.0,59.0,77.0,74.0,71.0,71.0,72.0,59.0,51.0,74.0,73.0,72.0,52.0,75.0,62.0,53.0,74.0,73.0,67.0,75.0,66.0,67.0,76.0,65.0,67.0,42.0,73,73,42000.0,2900000.0
J. Gandolfi,Argentina,Talleres de Cordoba,CB ,36,1766,67.0,86.0,63.0,70.0,44.0,58.0,45.0,64.0,71.0,71.0,82.0,65.0,40.0,73.0,58.0,26.0,62.0,61.0,67.0,72.0,50.0,59.0,74.0,82.0,62.0,50.0,73,73,10000.0,550000.0
S. Petrov,Russia,FC Krasnodar,RB LB ,26,1943,75.0,73.0,70.0,65.0,46.0,59.0,69.0,51.0,63.0,75.0,64.0,70.0,71.0,78.0,50.0,66.0,73.0,75.0,69.0,77.0,77.0,74.0,77.0,60.0,47.0,68.0,73,75,35000.0,3900000.0
R. Donk,Netherlands,Galatasaray SK,CM CB CDM ,31,1849,52.0,74.0,41.0,70.0,61.0,44.0,71.0,39.0,74.0,75.0,78.0,68.0,67.0,56.0,50.0,64.0,67.0,76.0,81.0,68.0,62.0,77.0,76.0,81.0,74.0,42.0,73,73,45000.0,2700000.0
A. Lazaar,Morocco,Benevento Calcio,LM LB ,25,1933,77.0,71.0,77.0,69.0,73.0,67.0,75.0,40.0,57.0,67.0,70.0,67.0,71.0,69.0,48.0,63.0,73.0,69.0,77.0,72.0,79.0,83.0,72.0,65.0,59.0,51.0,73,78,50000.0,4400000.0
B. Bereszyński,Poland,Sampdoria,RB ,24,1946,82.0,76.0,76.0,70.0,66.0,58.0,67.0,50.0,59.0,70.0,70.0,63.0,57.0,72.0,59.0,65.0,74.0,71.0,63.0,70.0,82.0,82.0,68.0,67.0,66.0,59.0,73,76,26000.0,4200000.0
W. Janssen,Netherlands,FC Utrecht,CDM CM CB ,30,1949,49.0,78.0,64.0,77.0,69.0,54.0,68.0,44.0,75.0,75.0,82.0,74.0,67.0,71.0,75.0,66.0,72.0,74.0,74.0,69.0,48.0,75.0,66.0,73.0,69.0,68.0,73,73,12000.0,3000000.0
U. Spajić,Serbia,RSC Anderlecht,RB CB ,24,1710,66.0,83.0,65.0,64.0,53.0,39.0,57.0,34.0,76.0,69.0,79.0,53.0,36.0,72.0,44.0,41.0,70.0,61.0,59.0,68.0,70.0,67.0,73.0,77.0,47.0,30.0,73,78,18000.0,4500000.0
R. Keogh,Republic of Ireland,Derby County,CB ,30,1669,65.0,73.0,61.0,69.0,52.0,33.0,60.0,30.0,73.0,72.0,72.0,67.0,12.0,73.0,31.0,52.0,68.0,71.0,51.0,71.0,63.0,78.0,72.0,79.0,58.0,23.0,73,73,47000.0,3000000.0
S. García,Argentina,Deportivo Toluca,LB ,28,1886,53.0,90.0,54.0,70.0,71.0,64.0,70.0,46.0,80.0,76.0,72.0,65.0,49.0,67.0,67.0,62.0,70.0,68.0,64.0,75.0,71.0,78.0,73.0,78.0,55.0,40.0,73,73,17000.0,3200000.0
J. Pereira,Mexico,Guadalajara,CB ,30,1619,54.0,72.0,43.0,63.0,50.0,30.0,54.0,33.0,79.0,69.0,69.0,54.0,43.0,75.0,50.0,35.0,61.0,60.0,50.0,75.0,55.0,78.0,75.0,82.0,50.0,19.0,73,73,44000.0,3000000.0
D. Tiendalli,Netherlands,Oxford United,LB RB ,31,1854,76.0,79.0,75.0,73.0,66.0,43.0,70.0,43.0,51.0,68.0,83.0,55.0,51.0,72.0,57.0,56.0,68.0,70.0,68.0,77.0,78.0,79.0,73.0,73.0,60.0,43.0,73,73,11000.0,2600000.0
J. Kappelhof,Netherlands,Chicago Fire Soccer Club,RB CB ,26,1720,64.0,73.0,70.0,63.0,50.0,43.0,60.0,35.0,64.0,75.0,77.0,64.0,28.0,71.0,54.0,35.0,65.0,72.0,57.0,72.0,72.0,63.0,74.0,65.0,65.0,33.0,72,74,6000.0,3100000.0
J. Bottinelli,Argentina,Unión de Santa Fe,CB ,32,1568,42.0,81.0,36.0,70.0,50.0,43.0,49.0,38.0,75.0,68.0,79.0,51.0,27.0,73.0,41.0,17.0,71.0,68.0,52.0,64.0,49.0,60.0,72.0,76.0,41.0,40.0,72,72,9000.0,1800000.0
D. Contento,Germany,Girondins de Bordeaux,LB ,27,1844,69.0,75.0,67.0,70.0,71.0,63.0,70.0,40.0,66.0,70.0,66.0,66.0,58.0,71.0,52.0,55.0,71.0,70.0,69.0,73.0,71.0,71.0,74.0,64.0,55.0,39.0,72,73,25000.0,2900000.0
D. Dumić,Bosnia Herzegovina,FC Utrecht,CB ,25,1636,41.0,68.0,52.0,65.0,39.0,48.0,39.0,56.0,83.0,65.0,77.0,61.0,41.0,72.0,31.0,31.0,63.0,65.0,69.0,65.0,65.0,76.0,73.0,87.0,47.0,22.0,72,75,8000.0,3300000.0
J. Kana-Biyik,Cameroon,Kayserispor,CB ,27,1591,63.0,80.0,52.0,71.0,36.0,24.0,56.0,19.0,72.0,67.0,74.0,57.0,38.0,69.0,45.0,35.0,70.0,62.0,44.0,64.0,65.0,69.0,71.0,84.0,48.0,30.0,72,72,10000.0,2600000.0
S. Holmén,Sweden,Dinamo Moscow,CB ,25,1582,68.0,67.0,57.0,60.0,34.0,35.0,34.0,27.0,64.0,75.0,81.0,68.0,35.0,73.0,31.0,30.0,62.0,71.0,55.0,77.0,65.0,68.0,75.0,73.0,34.0,30.0,72,75,20000.0,3300000.0
E. Cascione,Italy,Cesena,CB CDM CM ,33,1988,68.0,74.0,70.0,76.0,65.0,65.0,65.0,68.0,67.0,71.0,82.0,71.0,65.0,65.0,73.0,70.0,72.0,72.0,67.0,67.0,66.0,86.0,68.0,81.0,71.0,52.0,72,72,3000.0,1800000.0
S. Ben Youssef,Tunisia,Kasimpaşa SK,CB ,28,1606,62.0,75.0,32.0,64.0,40.0,34.0,50.0,36.0,67.0,68.0,82.0,49.0,40.0,74.0,36.0,42.0,61.0,52.0,60.0,71.0,65.0,73.0,72.0,86.0,53.0,30.0,72,73,11000.0,2800000.0
C. Biraghi,Italy,Fiorentina,LM LB ,24,1901,82.0,74.0,73.0,72.0,70.0,66.0,61.0,50.0,63.0,77.0,71.0,59.0,65.0,75.0,64.0,56.0,61.0,63.0,79.0,71.0,81.0,76.0,70.0,70.0,52.0,46.0,72,77,3000.0,3500000.0
A. Biyogo Poko,Gabon,Kardemir Karabükspor,RM RB CDM CM ,24,1944,75.0,91.0,72.0,58.0,58.0,41.0,76.0,50.0,60.0,73.0,64.0,68.0,49.0,77.0,53.0,69.0,75.0,70.0,69.0,65.0,74.0,83.0,72.0,69.0,70.0,44.0,72,76,10000.0,4000000.0
E. Pisano,Italy,Bristol City,RB ,30,1833,66.0,71.0,71.0,69.0,70.0,63.0,65.0,40.0,73.0,71.0,75.0,61.0,50.0,71.0,55.0,59.0,70.0,65.0,66.0,75.0,73.0,78.0,73.0,79.0,39.0,47.0,72,72,27000.0,2200000.0
M. Maloča,Croatia,SpVgg Greuther Fürth,CB ,28,1551,65.0,80.0,61.0,66.0,49.0,13.0,30.0,36.0,72.0,72.0,76.0,36.0,27.0,70.0,52.0,25.0,66.0,54.0,40.0,70.0,68.0,71.0,71.0,83.0,31.0,23.0,72,72,7000.0,2500000.0
M. Canini,Italy,Cremonese,CB ,32,1620,68.0,69.0,64.0,75.0,35.0,47.0,39.0,34.0,68.0,72.0,79.0,56.0,40.0,73.0,45.0,35.0,62.0,56.0,66.0,70.0,68.0,66.0,74.0,80.0,39.0,24.0,72,72,17000.0,1800000.0
T. Derijck,Belgium,SV Zulte-Waregem,CDM CB ,30,1680,53.0,75.0,54.0,69.0,31.0,43.0,45.0,40.0,75.0,72.0,71.0,70.0,56.0,71.0,71.0,33.0,62.0,69.0,44.0,72.0,60.0,72.0,73.0,74.0,44.0,27.0,72,72,11000.0,2300000.0
M. Cassani,Italy,Bari,RB CB LB ,33,1915,72.0,70.0,70.0,77.0,70.0,67.0,65.0,53.0,66.0,71.0,70.0,69.0,68.0,69.0,59.0,66.0,71.0,71.0,70.0,72.0,75.0,73.0,73.0,71.0,50.0,60.0,72,72,4000.0,1200000.0
David Navarro,Spain,AD Alcorcón,CB ,37,1537,31.0,85.0,42.0,68.0,39.0,42.0,45.0,37.0,70.0,72.0,66.0,56.0,26.0,76.0,48.0,39.0,63.0,61.0,53.0,68.0,31.0,64.0,72.0,82.0,45.0,43.0,72,72,6000.0,425000.0
B. Oviedo,Costa Rica,Sunderland,LB ,27,1969,79.0,72.0,79.0,69.0,72.0,59.0,75.0,63.0,48.0,69.0,83.0,64.0,59.0,73.0,56.0,66.0,72.0,68.0,66.0,70.0,72.0,79.0,72.0,59.0,66.0,58.0,72,72,8000.0,2600000.0
Dória,Brazil,Olympique de Marseille,CB ,22,1628,61.0,74.0,41.0,68.0,40.0,21.0,56.0,29.0,73.0,66.0,69.0,63.0,40.0,68.0,41.0,48.0,63.0,65.0,75.0,74.0,61.0,63.0,74.0,79.0,43.0,20.0,72,78,15000.0,3600000.0
J. de Wijs,Netherlands,Excelsior,CB ,22,1627,41.0,78.0,34.0,68.0,37.0,66.0,40.0,74.0,71.0,66.0,68.0,48.0,65.0,72.0,49.0,26.0,64.0,55.0,76.0,69.0,45.0,67.0,74.0,87.0,29.0,25.0,72,77,9000.0,3500000.0
A. Ignjovski,Serbia,SC Freiburg,LB CDM RB ,26,1871,75.0,80.0,77.0,69.0,61.0,64.0,66.0,58.0,53.0,73.0,70.0,64.0,56.0,72.0,48.0,51.0,72.0,70.0,64.0,78.0,68.0,73.0,76.0,63.0,55.0,48.0,72,74,16000.0,3100000.0
L. Benito,Switzerland,BSC Young Boys,CB LB ,25,1827,78.0,63.0,73.0,68.0,69.0,56.0,62.0,41.0,53.0,71.0,77.0,60.0,53.0,70.0,56.0,58.0,68.0,64.0,61.0,71.0,81.0,84.0,68.0,70.0,63.0,34.0,72,76,14000.0,3300000.0
P. Bardsley,Scotland,Burnley,LB RB ,32,1862,66.0,85.0,68.0,67.0,65.0,66.0,61.0,33.0,67.0,68.0,75.0,62.0,66.0,74.0,56.0,58.0,74.0,70.0,83.0,79.0,58.0,71.0,76.0,75.0,42.0,43.0,72,72,32000.0,1700000.0
Jonas Damasto,Brazil,Grêmio Foot-Ball Porto Alegrense,LB ,33,1723,82.0,41.0,68.0,63.0,72.0,64.0,61.0,40.0,59.0,67.0,71.0,53.0,48.0,67.0,38.0,40.0,67.0,68.0,55.0,73.0,79.0,86.0,68.0,58.0,40.0,49.0,72,72,15000.0,1200000.0
P. Da Silva,Paraguay,,CB ,37,1705,34.0,71.0,60.0,70.0,55.0,56.0,52.0,48.0,80.0,70.0,79.0,60.0,56.0,72.0,63.0,26.0,67.0,62.0,66.0,73.0,32.0,55.0,70.0,81.0,55.0,59.0,72,72,0.0,0.0
P. McNair,Northern Ireland,Sunderland,RB CB CDM ,22,1781,65.0,74.0,60.0,66.0,43.0,49.0,65.0,36.0,72.0,73.0,76.0,69.0,43.0,73.0,43.0,51.0,67.0,70.0,58.0,72.0,66.0,71.0,74.0,75.0,60.0,45.0,72,81,7000.0,4200000.0
R. Sigurðsson,Iceland,Rubin Kazan,CB ,31,1651,66.0,80.0,56.0,68.0,40.0,42.0,30.0,32.0,74.0,74.0,60.0,62.0,52.0,69.0,65.0,29.0,68.0,66.0,59.0,71.0,64.0,78.0,71.0,81.0,55.0,25.0,72,72,27000.0,2100000.0
D. Moor,United States,Toronto FC,CB ,33,1739,64.0,69.0,64.0,70.0,58.0,42.0,58.0,37.0,75.0,69.0,78.0,70.0,38.0,74.0,42.0,39.0,73.0,70.0,50.0,67.0,62.0,76.0,67.0,75.0,49.0,38.0,72,72,6000.0,1300000.0
Pedro Rebocho,Portugal,En Avant de Guingamp,LB ,22,1864,69.0,67.0,59.0,65.0,70.0,62.0,72.0,68.0,55.0,69.0,81.0,70.0,65.0,73.0,43.0,59.0,69.0,74.0,78.0,70.0,71.0,73.0,73.0,65.0,45.0,41.0,72,80,13000.0,3900000.0
T. Burlak,Russia,Rubin Kazan,CB ,27,1701,62.0,63.0,61.0,70.0,47.0,59.0,44.0,50.0,75.0,72.0,73.0,54.0,43.0,73.0,60.0,25.0,70.0,58.0,70.0,70.0,67.0,68.0,76.0,72.0,59.0,26.0,72,74,26000.0,3000000.0
Y. Banana,Cameroon,,RB CDM CB ,25,1511,51.0,75.0,32.0,47.0,39.0,30.0,33.0,34.0,80.0,64.0,68.0,49.0,27.0,69.0,44.0,39.0,61.0,51.0,49.0,69.0,60.0,77.0,76.0,90.0,34.0,37.0,72,76,0.0,0.0
T. Kehrer,Germany,FC Schalke 04,LB RB CB ,20,1770,72.0,81.0,68.0,66.0,56.0,45.0,65.0,38.0,72.0,71.0,76.0,60.0,40.0,68.0,26.0,48.0,74.0,70.0,65.0,85.0,76.0,73.0,74.0,67.0,56.0,32.0,72,84,17000.0,4900000.0
C. Günter,Germany,SC Freiburg,LB ,24,1846,72.0,83.0,67.0,59.0,69.0,66.0,71.0,65.0,57.0,70.0,54.0,59.0,46.0,67.0,44.0,56.0,69.0,68.0,70.0,71.0,82.0,79.0,73.0,77.0,51.0,39.0,72,75,14000.0,3300000.0
J. Cétout,France,AS Nancy Lorraine,CM CB RB ,29,1860,59.0,77.0,64.0,65.0,67.0,52.0,68.0,48.0,75.0,72.0,73.0,67.0,56.0,74.0,41.0,48.0,72.0,70.0,54.0,68.0,54.0,92.0,72.0,82.0,67.0,40.0,72,72,6000.0,2400000.0
Pablo Maffeo,Spain,Girona CF,RM RWB RB ,19,1842,89.0,62.0,84.0,61.0,73.0,70.0,73.0,34.0,67.0,62.0,58.0,61.0,52.0,69.0,37.0,64.0,59.0,68.0,57.0,71.0,84.0,67.0,73.0,55.0,60.0,21.0,72,85,31000.0,5000000.0
O. Čelůstka,Czech Republic,Antalyaspor,CB RB ,28,1883,64.0,72.0,68.0,64.0,72.0,62.0,72.0,50.0,70.0,75.0,80.0,63.0,58.0,75.0,40.0,68.0,66.0,75.0,59.0,70.0,63.0,71.0,76.0,78.0,57.0,46.0,72,72,13000.0,2500000.0
Rodolfo,Brazil,Terek Grozny,CM CB ,34,1833,59.0,70.0,53.0,62.0,64.0,45.0,44.0,63.0,77.0,70.0,88.0,63.0,68.0,68.0,67.0,53.0,69.0,46.0,84.0,71.0,65.0,54.0,72.0,81.0,57.0,52.0,72,72,21000.0,950000.0
P. Álvarez,Argentina,Club Atlético Huracán,RB CB LB ,33,1869,69.0,81.0,64.0,72.0,59.0,66.0,59.0,53.0,62.0,73.0,75.0,62.0,59.0,76.0,49.0,52.0,75.0,76.0,70.0,71.0,69.0,74.0,74.0,80.0,51.0,43.0,72,72,9000.0,1200000.0
M. Kosanović,Serbia,Göztepe,CB ,27,1817,50.0,69.0,49.0,76.0,75.0,77.0,57.0,75.0,74.0,73.0,35.0,77.0,71.0,71.0,70.0,27.0,71.0,67.0,82.0,70.0,52.0,66.0,73.0,83.0,57.0,68.0,72,74,11000.0,3000000.0
M. Kadlec,Czech Republic,Sparta Praha,LB CB ,32,1908,70.0,75.0,72.0,67.0,62.0,67.0,54.0,56.0,75.0,71.0,70.0,69.0,45.0,73.0,74.0,50.0,73.0,66.0,73.0,69.0,73.0,65.0,71.0,72.0,57.0,64.0,72,72,1000.0,1800000.0
D. Kourmpelis,Greece,Panathinaikos FC,CB CDM ,23,1817,73.0,80.0,66.0,68.0,56.0,55.0,64.0,50.0,55.0,72.0,68.0,70.0,63.0,68.0,57.0,34.0,63.0,74.0,65.0,70.0,76.0,80.0,75.0,72.0,54.0,26.0,72,77,1000.0,3500000.0
A. Pérez,Colombia,Querétaro,CB ,23,1638,68.0,83.0,61.0,54.0,57.0,29.0,54.0,27.0,63.0,70.0,78.0,55.0,36.0,70.0,40.0,41.0,65.0,63.0,39.0,68.0,69.0,61.0,75.0,82.0,45.0,19.0,72,79,7000.0,3700000.0
Manuel da Costa,Morocco,İstanbul Başakşehir FK,CB ,31,1609,53.0,84.0,51.0,52.0,33.0,34.0,50.0,36.0,72.0,69.0,80.0,58.0,69.0,69.0,44.0,30.0,57.0,52.0,77.0,69.0,61.0,66.0,73.0,84.0,38.0,21.0,72,72,16000.0,2100000.0
A. Nukan,Turkey,Beşiktaş JK,CB ,23,1607,59.0,76.0,54.0,54.0,39.0,37.0,57.0,39.0,75.0,65.0,65.0,68.0,24.0,64.0,41.0,37.0,69.0,64.0,68.0,69.0,54.0,64.0,75.0,89.0,48.0,29.0,72,79,28000.0,3700000.0
M. Odubajo,England,Hull City,RB ,23,1917,83.0,70.0,83.0,66.0,61.0,47.0,70.0,42.0,63.0,67.0,81.0,62.0,65.0,70.0,51.0,60.0,63.0,66.0,64.0,70.0,90.0,79.0,73.0,75.0,68.0,31.0,72,79,7000.0,3700000.0
A. Mina,Ecuador,Evkur Yeni Malatyaspor,CB ,26,1570,53.0,66.0,40.0,55.0,43.0,27.0,47.0,41.0,77.0,69.0,67.0,57.0,33.0,66.0,45.0,38.0,66.0,64.0,52.0,65.0,55.0,58.0,73.0,91.0,44.0,30.0,72,74,10000.0,3100000.0
Iván López,Spain,Levante UD,RWB RB ,23,1901,81.0,66.0,74.0,61.0,72.0,73.0,72.0,39.0,52.0,70.0,67.0,66.0,65.0,66.0,49.0,59.0,65.0,70.0,68.0,74.0,78.0,67.0,73.0,66.0,63.0,47.0,72,79,13000.0,3700000.0
C. Gamboa,Costa Rica,Celtic,RB ,27,1941,89.0,66.0,81.0,68.0,67.0,66.0,67.0,54.0,52.0,70.0,86.0,64.0,48.0,67.0,54.0,63.0,72.0,67.0,70.0,68.0,88.0,85.0,68.0,67.0,60.0,62.0,72,72,32000.0,2600000.0
A. Mariappa,Jamaica,Watford,CB RB ,30,1706,68.0,58.0,64.0,64.0,57.0,33.0,59.0,22.0,76.0,68.0,80.0,61.0,34.0,76.0,44.0,53.0,73.0,63.0,47.0,79.0,68.0,70.0,77.0,77.0,58.0,21.0,72,72,32000.0,2200000.0
A. Traoré,Ivory Coast,Göztepe,LB ,27,1895,85.0,69.0,82.0,73.0,73.0,65.0,66.0,34.0,57.0,73.0,82.0,67.0,49.0,60.0,53.0,65.0,71.0,65.0,60.0,69.0,86.0,81.0,71.0,70.0,61.0,50.0,72,72,12000.0,2600000.0
M. Ciani,France,LA Galaxy,CB ,33,1426,34.0,80.0,33.0,65.0,30.0,19.0,38.0,55.0,72.0,69.0,66.0,61.0,44.0,74.0,25.0,33.0,54.0,51.0,79.0,68.0,37.0,37.0,79.0,91.0,24.0,16.0,72,72,6000.0,1300000.0
