Name,Nationality,Club,Preferred Positions,Age,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,Heading accuracy,Jumping,Long passing,Long shots,Penalties,Positioning,Short passing,Shot power,Sprint speed,Stamina,Vision,Volleys,Strength,Reactions,Overall,Potential,Wage,Value
Pietrson Mendes,Brazil,Associação Chapecoense de Futebol,ST CAM ,33,1904,80.0,45.0,81.0,79.0,75.0,76.0,76.0,77.0,72.0,66.0,76.0,56.0,52.0,63.0,68.0,68.0,68.0,76.0,74.0,84.0,67.0,68.0,72.0,50.0,67.0,73,73,17000.0,2400000.0
K. Ansarifard,Iran,Olympiakos CFP,ST ,27,1832,78.0,66.0,69.0,69.0,75.0,81.0,59.0,63.0,74.0,74.0,53.0,72.0,73.0,50.0,67.0,61.0,68.0,59.0,78.0,80.0,72.0,52.0,72.0,55.0,74.0,73,74,1000.0,4700000.0
D. Bessa,Italy,Hellas Verona,RW CM ,24,1876,76.0,45.0,83.0,83.0,77.0,72.0,69.0,70.0,75.0,64.0,69.0,50.0,52.0,74.0,79.0,59.0,74.0,76.0,76.0,66.0,67.0,77.0,64.0,49.0,70.0,73,77,23000.0,5000000.0
Naranjo,Spain,CD Leganés,LM ST ,22,1753,79.0,39.0,77.0,59.0,75.0,71.0,67.0,67.0,77.0,76.0,64.0,63.0,67.0,62.0,72.0,66.0,72.0,66.0,70.0,82.0,56.0,66.0,58.0,71.0,71.0,73,79,16000.0,5500000.0
J. Lucero,Argentina,Club Tijuana,ST ,25,1748,84.0,59.0,84.0,70.0,71.0,72.0,58.0,58.0,71.0,71.0,41.0,73.0,71.0,60.0,63.0,71.0,72.0,68.0,71.0,79.0,57.0,52.0,65.0,68.0,72.0,73,75,23000.0,5000000.0
Cifuentes,Spain,Málaga CF,RM RB RWB ,26,1888,88.0,73.0,81.0,77.0,69.0,76.0,73.0,59.0,71.0,42.0,48.0,55.0,82.0,55.0,46.0,57.0,69.0,64.0,74.0,85.0,93.0,46.0,33.0,68.0,63.0,73,76,21000.0,4099999.9999999995
M. Al Sahlawi,Saudi Arabia,Al Nassr,ST ,30,1762,74.0,64.0,70.0,68.0,69.0,62.0,58.0,64.0,70.0,79.0,53.0,69.0,75.0,47.0,67.0,81.0,69.0,68.0,69.0,67.0,78.0,63.0,75.0,75.0,77.0,73,73,39000.0,3900000.0
B. Başaçıkoğlu,Turkey,Feyenoord,LW RW ,22,1868,91.0,61.0,91.0,72.0,75.0,63.0,69.0,77.0,78.0,66.0,66.0,60.0,90.0,42.0,74.0,50.0,66.0,64.0,73.0,86.0,73.0,69.0,67.0,43.0,66.0,73,78,15000.0,5500000.0
A. Gerndt,Sweden,FC Lugano,CAM ST ,30,1860,80.0,63.0,73.0,59.0,73.0,68.0,70.0,70.0,72.0,72.0,68.0,56.0,65.0,59.0,75.0,67.0,77.0,70.0,75.0,73.0,75.0,70.0,71.0,70.0,71.0,73,73,11000.0,3900000.0
M. Gómez,Uruguay,RC Celta de Vigo,ST ,20,1668,64.0,47.0,52.0,55.0,67.0,59.0,56.0,68.0,64.0,78.0,53.0,70.0,64.0,58.0,64.0,67.0,75.0,61.0,76.0,67.0,68.0,52.0,66.0,77.0,74.0,73,81,20000.0,6000000.0
I. Saadi,France,RC Strasbourg,ST ,25,1738,77.0,71.0,74.0,71.0,67.0,67.0,42.0,59.0,70.0,76.0,61.0,66.0,86.0,39.0,54.0,68.0,78.0,61.0,78.0,76.0,76.0,58.0,68.0,80.0,68.0,73,77,24000.0,5000000.0
O. Kayode,Nigeria,Girona CF,ST ,24,1819,91.0,69.0,89.0,82.0,72.0,58.0,52.0,55.0,73.0,75.0,48.0,67.0,73.0,57.0,62.0,65.0,77.0,63.0,69.0,93.0,75.0,53.0,63.0,47.0,67.0,73,77,88000.0,5500000.0
Jorge Molina,Spain,Getafe CF,ST ,35,1686,32.0,76.0,39.0,34.0,72.0,73.0,49.0,55.0,56.0,77.0,59.0,82.0,47.0,44.0,66.0,80.0,82.0,61.0,83.0,32.0,78.0,69.0,74.0,88.0,74.0,73,73,19000.0,1800000.0
G. Caprari,Italy,Sampdoria,CAM ST CF ,23,1728,91.0,30.0,91.0,89.0,76.0,68.0,68.0,72.0,80.0,66.0,65.0,47.0,33.0,62.0,68.0,56.0,68.0,72.0,68.0,85.0,76.0,75.0,67.0,52.0,68.0,73,80,31000.0,5500000.0
O. Kaya,Belgium,SV Zulte-Waregem,LW CAM LM ,31,1824,75.0,41.0,81.0,82.0,73.0,81.0,80.0,78.0,71.0,65.0,76.0,35.0,64.0,77.0,67.0,70.0,75.0,73.0,65.0,65.0,65.0,80.0,66.0,56.0,68.0,73,73,17000.0,3500000.0
F. Ceravolo,Italy,Parma,CAM ST ,30,1771,74.0,53.0,77.0,70.0,75.0,76.0,60.0,66.0,74.0,75.0,60.0,65.0,84.0,50.0,64.0,70.0,72.0,65.0,70.0,76.0,76.0,59.0,68.0,74.0,69.0,73,73,30000.0,3900000.0
A. Rodríguez,Colombia,Deportes Tolima,ST ,28,1622,72.0,73.0,59.0,54.0,74.0,69.0,45.0,32.0,60.0,74.0,35.0,68.0,51.0,38.0,59.0,64.0,80.0,63.0,74.0,69.0,69.0,59.0,57.0,83.0,74.0,73,73,2000.0,4099999.9999999995
M. Amalfitano,France,Stade Rennais FC,RW LW CM RM ,32,1935,65.0,41.0,73.0,73.0,76.0,77.0,72.0,73.0,73.0,68.0,69.0,60.0,64.0,72.0,68.0,70.0,74.0,75.0,74.0,68.0,65.0,76.0,70.0,61.0,74.0,73,73,23000.0,3100000.0
Gérson Noalha,Brazil,Associação Chapecoense de Futebol,LM CAM ST ,29,1839,66.0,55.0,76.0,66.0,76.0,71.0,53.0,83.0,76.0,75.0,71.0,64.0,73.0,56.0,69.0,76.0,67.0,56.0,86.0,85.0,74.0,56.0,77.0,69.0,67.0,73,73,20000.0,4000000.0
C. Ciano,Italy,Frosinone,LW RW ,27,1791,87.0,51.0,81.0,73.0,77.0,75.0,72.0,72.0,76.0,70.0,74.0,58.0,55.0,68.0,63.0,76.0,66.0,70.0,70.0,74.0,68.0,66.0,67.0,62.0,68.0,73,73,6000.0,4200000.0
Pedro Rocha,Brazil,Spartak Moscow,LM ST LW ,22,1740,79.0,42.0,81.0,67.0,72.0,69.0,67.0,45.0,75.0,72.0,38.0,67.0,65.0,65.0,62.0,66.0,77.0,72.0,61.0,79.0,55.0,66.0,58.0,59.0,76.0,73,82,49000.0,6000000.0
D. Kombarov,Russia,Spartak Moscow,LWB LB ,30,2088,75.0,77.0,76.0,72.0,78.0,80.0,64.0,73.0,74.0,68.0,78.0,61.0,73.0,77.0,76.0,85.0,72.0,76.0,69.0,80.0,85.0,77.0,53.0,59.0,72.0,73,73,47000.0,2900000.0
Bustinza,Spain,CD Leganés,RWB CB RB ,25,1729,68.0,71.0,64.0,71.0,69.0,64.0,74.0,45.0,56.0,30.0,35.0,73.0,75.0,53.0,38.0,33.0,52.0,68.0,44.0,71.0,80.0,50.0,23.0,71.0,64.0,73,77,20000.0,4300000.0
L. De Bock,Belgium,Club Brugge KV,LWB LB ,24,1932,73.0,79.0,72.0,73.0,70.0,73.0,77.0,72.0,67.0,36.0,70.0,65.0,77.0,63.0,43.0,63.0,62.0,61.0,68.0,76.0,77.0,62.0,37.0,76.0,69.0,73,76,18000.0,4200000.0
G. Hooper,England,Sheffield Wednesday,ST ,29,1718,70.0,54.0,67.0,73.0,73.0,79.0,59.0,48.0,65.0,76.0,50.0,72.0,72.0,48.0,67.0,72.0,74.0,65.0,77.0,68.0,69.0,60.0,67.0,73.0,69.0,73,73,58000.0,4000000.0
F. Santander,Paraguay,FC København,ST ,26,1801,70.0,68.0,75.0,63.0,72.0,72.0,56.0,55.0,65.0,73.0,55.0,73.0,82.0,55.0,66.0,69.0,73.0,69.0,75.0,74.0,76.0,68.0,67.0,80.0,70.0,73,76,23000.0,5000000.0
N. Füllkrug,Germany,Hannover 96,ST ,24,1756,69.0,65.0,68.0,52.0,70.0,66.0,63.0,69.0,69.0,73.0,69.0,77.0,69.0,48.0,56.0,71.0,73.0,64.0,73.0,68.0,74.0,60.0,59.0,83.0,71.0,73,77,35000.0,5500000.0
Leandro Vivenço,Brazil,Sociedade Esportiva Palmeiras,ST ,29,1836,73.0,57.0,73.0,83.0,75.0,62.0,61.0,77.0,77.0,76.0,74.0,65.0,75.0,57.0,73.0,71.0,65.0,55.0,83.0,76.0,78.0,57.0,72.0,54.0,74.0,73,73,37000.0,4000000.0
J. Kluivert,Netherlands,Ajax,LW RW ,18,1815,87.0,62.0,87.0,83.0,78.0,75.0,70.0,68.0,83.0,64.0,58.0,52.0,66.0,44.0,59.0,66.0,57.0,69.0,65.0,86.0,67.0,72.0,67.0,60.0,64.0,73,86,8000.0,7000000.0
M. Oyola,Ecuador,,LW RW CAM ,34,1669,66.0,31.0,68.0,79.0,75.0,73.0,65.0,63.0,77.0,58.0,68.0,41.0,56.0,76.0,63.0,57.0,75.0,77.0,55.0,61.0,62.0,76.0,65.0,61.0,62.0,73,73,0.0,0.0
G. Laborde,France,Girondins de Bordeaux,ST ,23,1796,67.0,68.0,72.0,64.0,72.0,72.0,62.0,58.0,70.0,75.0,52.0,72.0,80.0,51.0,58.0,66.0,76.0,70.0,70.0,71.0,78.0,63.0,73.0,75.0,72.0,73,79,36000.0,5500000.0
Gus Outomouro,Brazil,Fluminense Football Club,LM ST ,33,1803,76.0,50.0,81.0,83.0,74.0,71.0,62.0,71.0,70.0,74.0,60.0,67.0,67.0,62.0,69.0,56.0,68.0,73.0,75.0,73.0,67.0,73.0,73.0,64.0,73.0,73,73,38000.0,2500000.0
S. Schrijvers,Belgium,KRC Genk,LM RM CF CAM ,20,1912,76.0,66.0,81.0,78.0,74.0,74.0,71.0,70.0,73.0,71.0,73.0,54.0,72.0,66.0,73.0,63.0,69.0,72.0,69.0,73.0,76.0,73.0,73.0,53.0,68.0,73,81,13000.0,6000000.0
G. Hauche,Argentina,Deportivo Toluca,LM ST ,30,1941,90.0,82.0,85.0,76.0,77.0,73.0,73.0,67.0,77.0,70.0,73.0,58.0,77.0,64.0,67.0,77.0,71.0,70.0,73.0,89.0,73.0,69.0,61.0,61.0,74.0,73,73,20000.0,3900000.0
M. Rosenberg,Sweden,Malmö FF,ST ,34,1898,69.0,83.0,71.0,63.0,71.0,81.0,69.0,65.0,66.0,76.0,71.0,67.0,86.0,53.0,67.0,71.0,72.0,73.0,74.0,67.0,71.0,76.0,70.0,81.0,77.0,73,73,8000.0,2100000.0
Orlando Sá,Portugal,Standard de Liège,ST ,29,1714,59.0,57.0,68.0,56.0,71.0,74.0,49.0,49.0,70.0,75.0,41.0,75.0,71.0,49.0,59.0,71.0,74.0,62.0,75.0,64.0,72.0,67.0,64.0,80.0,72.0,73,73,19000.0,4000000.0
O. Martínez,Paraguay,Santos Laguna,LW CM ,31,1990,67.0,72.0,76.0,83.0,75.0,72.0,65.0,73.0,70.0,65.0,66.0,58.0,70.0,72.0,70.0,79.0,74.0,74.0,78.0,63.0,83.0,70.0,71.0,65.0,70.0,73,73,22000.0,3400000.0
R. McCormack,Scotland,Aston Villa,CAM CF ST ,30,1853,69.0,68.0,77.0,84.0,77.0,76.0,73.0,75.0,71.0,75.0,78.0,61.0,59.0,66.0,74.0,74.0,77.0,68.0,77.0,69.0,53.0,75.0,70.0,69.0,70.0,73,73,38000.0,3900000.0
Clerc,Spain,CA Osasuna,LM LB LWB ,25,1844,77.0,58.0,71.0,69.0,70.0,68.0,72.0,59.0,75.0,54.0,46.0,54.0,73.0,54.0,43.0,44.0,61.0,68.0,59.0,79.0,90.0,63.0,40.0,71.0,67.0,73,76,10000.0,4099999.9999999995
F. Dionisi,Italy,Frosinone,LW ST ,30,1688,77.0,52.0,62.0,64.0,69.0,76.0,30.0,52.0,68.0,75.0,51.0,67.0,73.0,32.0,71.0,70.0,76.0,65.0,75.0,83.0,72.0,53.0,71.0,63.0,75.0,73,73,6000.0,3900000.0
S. Perica,Croatia,Udinese,ST ,21,1642,69.0,66.0,62.0,44.0,68.0,65.0,44.0,44.0,66.0,74.0,44.0,77.0,72.0,38.0,62.0,61.0,79.0,58.0,75.0,69.0,67.0,50.0,65.0,71.0,70.0,73,81,23000.0,6000000.0
A. Rojas,Argentina,River Plate,LM LW LB CM ,31,1986,64.0,68.0,67.0,71.0,76.0,69.0,74.0,70.0,71.0,68.0,65.0,67.0,70.0,75.0,73.0,66.0,72.0,76.0,74.0,69.0,73.0,69.0,71.0,70.0,71.0,73,73,21000.0,3400000.0
Joselu,Spain,Granada CF,LM ST ,26,1849,78.0,69.0,66.0,68.0,68.0,63.0,44.0,55.0,66.0,77.0,54.0,65.0,69.0,45.0,75.0,75.0,73.0,58.0,82.0,72.0,83.0,48.0,70.0,75.0,67.0,73,76,12000.0,5000000.0
J. Perbet,France,KV Kortrijk,ST ,32,1602,56.0,46.0,63.0,56.0,65.0,74.0,39.0,61.0,53.0,82.0,36.0,76.0,68.0,32.0,70.0,69.0,86.0,63.0,71.0,50.0,67.0,54.0,78.0,72.0,73.0,73,73,24000.0,3200000.0
V. Bystrov,Russia,FC Tosno,RM RW ,33,1928,88.0,77.0,69.0,73.0,74.0,66.0,71.0,64.0,72.0,68.0,51.0,58.0,59.0,65.0,67.0,64.0,70.0,67.0,70.0,81.0,67.0,65.0,66.0,63.0,73.0,73,73,24000.0,2400000.0
S. Pellissier,Italy,Chievo Verona,ST ,38,1714,34.0,45.0,58.0,78.0,79.0,80.0,64.0,74.0,69.0,78.0,60.0,60.0,66.0,44.0,78.0,76.0,83.0,68.0,82.0,50.0,54.0,69.0,75.0,53.0,75.0,73,73,14000.0,1400000.0
M. Kanazaki,Japan,Kashima Antlers,ST ,28,1865,75.0,75.0,82.0,68.0,73.0,70.0,67.0,65.0,74.0,71.0,50.0,68.0,71.0,57.0,66.0,76.0,73.0,74.0,68.0,76.0,81.0,69.0,74.0,83.0,66.0,73,73,15000.0,4099999.9999999995
A. Esswein,Germany,Hertha BSC Berlin,ST LM RM ,27,1863,86.0,76.0,67.0,64.0,72.0,67.0,70.0,68.0,74.0,68.0,54.0,67.0,80.0,62.0,70.0,60.0,70.0,68.0,86.0,91.0,68.0,59.0,68.0,77.0,74.0,73,73,27000.0,4200000.0
I. Sarr,Senegal,Stade Rennais FC,ST RM LM ,19,1730,92.0,41.0,79.0,74.0,74.0,63.0,65.0,58.0,78.0,69.0,48.0,44.0,45.0,57.0,62.0,58.0,67.0,67.0,72.0,93.0,64.0,62.0,68.0,65.0,68.0,73,85,13000.0,7000000.0
Mata,Spain,Real Valladolid,LM ST ,28,1697,69.0,73.0,58.0,39.0,69.0,70.0,62.0,55.0,66.0,77.0,48.0,67.0,61.0,49.0,66.0,69.0,80.0,61.0,74.0,75.0,75.0,56.0,65.0,79.0,72.0,73,73,12000.0,4099999.9999999995
Oriol Riera,Spain,Western Sydney Wanderers,ST ,30,1761,65.0,73.0,63.0,68.0,68.0,71.0,45.0,59.0,65.0,74.0,57.0,77.0,70.0,57.0,68.0,63.0,75.0,64.0,76.0,66.0,67.0,65.0,67.0,68.0,78.0,73,73,12000.0,3900000.0
A. Bukharov,Russia,FC Rostov,ST ,32,1697,34.0,74.0,34.0,29.0,70.0,73.0,53.0,70.0,64.0,72.0,65.0,81.0,34.0,54.0,68.0,69.0,75.0,58.0,78.0,69.0,68.0,73.0,65.0,93.0,75.0,73,73,35000.0,3200000.0
J. Duque,Colombia,Asociacion Deportivo Cali,ST ,30,1710,71.0,46.0,66.0,66.0,71.0,79.0,46.0,32.0,66.0,70.0,46.0,68.0,80.0,57.0,72.0,82.0,78.0,62.0,80.0,68.0,69.0,56.0,60.0,78.0,73.0,73,73,24000.0,3900000.0
D. Florada,Chile,Unión Española,ST CAM ,33,1904,80.0,45.0,81.0,79.0,75.0,76.0,76.0,77.0,72.0,66.0,76.0,56.0,52.0,63.0,68.0,68.0,68.0,76.0,74.0,84.0,67.0,68.0,72.0,50.0,67.0,73,73,7000.0,2400000.0
Toché,Spain,Real Oviedo,ST ,34,1772,59.0,64.0,60.0,61.0,66.0,75.0,52.0,65.0,63.0,77.0,58.0,77.0,81.0,46.0,66.0,70.0,79.0,63.0,75.0,58.0,70.0,61.0,72.0,79.0,70.0,73,73,12000.0,2100000.0
R. Kruse,Australia,VfL Bochum,LW CF RM ,28,1815,81.0,60.0,75.0,72.0,73.0,69.0,71.0,69.0,76.0,67.0,39.0,52.0,73.0,56.0,66.0,65.0,72.0,68.0,66.0,80.0,60.0,70.0,65.0,54.0,67.0,72,72,14000.0,3100000.0
C. Martin,Scotland,Derby County,ST ,28,1801,58.0,73.0,68.0,70.0,74.0,70.0,43.0,66.0,67.0,75.0,65.0,68.0,74.0,41.0,65.0,70.0,76.0,62.0,72.0,59.0,68.0,67.0,69.0,83.0,69.0,72,72,41000.0,3200000.0
Maurides,Brazil,CF Os Belenenses,ST ,23,1677,62.0,76.0,59.0,50.0,71.0,65.0,27.0,37.0,69.0,76.0,36.0,81.0,61.0,60.0,68.0,70.0,63.0,67.0,80.0,55.0,70.0,51.0,76.0,75.0,70.0,72,78,6000.0,4300000.0
A. Diakhaby,France,AS Monaco,RM ST ,20,1665,79.0,32.0,84.0,64.0,75.0,67.0,68.0,54.0,80.0,75.0,39.0,70.0,76.0,53.0,63.0,71.0,80.0,76.0,67.0,81.0,71.0,79.0,66.0,45.0,80.0,72,82,19000.0,5000000.0
K. Lasagna,Italy,Udinese,ST ,24,1666,86.0,32.0,81.0,75.0,71.0,70.0,41.0,67.0,69.0,73.0,41.0,71.0,77.0,33.0,50.0,65.0,76.0,59.0,65.0,85.0,76.0,45.0,69.0,69.0,67.0,72,76,18000.0,4099999.9999999995
B. Petković,Croatia,Bologna,ST ,22,1692,43.0,58.0,66.0,34.0,80.0,69.0,42.0,70.0,76.0,76.0,74.0,74.0,54.0,66.0,50.0,80.0,65.0,72.0,72.0,67.0,65.0,72.0,60.0,90.0,60.0,72,80,31000.0,4600000.0
Eber Bessa,Brazil,CS Marítimo,RW CAM CM ,25,2004,75.0,78.0,82.0,88.0,73.0,75.0,67.0,68.0,71.0,59.0,70.0,59.0,69.0,69.0,70.0,67.0,71.0,71.0,72.0,77.0,82.0,70.0,43.0,63.0,75.0,72,75,7000.0,3800000.0
Josué da Feira,Brazil,Santos Futebol Clube,ST ,25,1748,70.0,49.0,63.0,65.0,77.0,71.0,60.0,65.0,68.0,75.0,58.0,69.0,70.0,61.0,76.0,67.0,69.0,65.0,73.0,68.0,65.0,50.0,76.0,53.0,77.0,72,72,14000.0,3400000.0
M. Thiam,Senegal,Juventus,RM ST ,24,1754,72.0,62.0,75.0,64.0,75.0,70.0,69.0,56.0,74.0,70.0,46.0,71.0,79.0,56.0,67.0,61.0,68.0,66.0,72.0,76.0,72.0,68.0,68.0,78.0,64.0,72,76,54000.0,4099999.9999999995
Marco Matias,Portugal,Sheffield Wednesday,LM LW ,28,1805,84.0,55.0,78.0,74.0,74.0,72.0,66.0,59.0,74.0,72.0,54.0,58.0,61.0,64.0,77.0,67.0,72.0,66.0,77.0,84.0,56.0,63.0,70.0,60.0,65.0,72,72,41000.0,3100000.0
S. Fletcher,Scotland,Sheffield Wednesday,ST ,30,1724,64.0,56.0,74.0,65.0,74.0,74.0,55.0,36.0,64.0,72.0,31.0,79.0,81.0,60.0,64.0,73.0,71.0,62.0,77.0,68.0,64.0,65.0,66.0,77.0,70.0,72,72,40000.0,3000000.0
F. Martínez,Ecuador,Club Atlas,LM ST ,27,1886,78.0,66.0,79.0,62.0,76.0,67.0,66.0,75.0,78.0,68.0,68.0,67.0,80.0,63.0,61.0,70.0,73.0,69.0,75.0,82.0,75.0,65.0,60.0,64.0,70.0,72,73,17000.0,3600000.0
N. Wells,Bermuda,Burnley,ST ,27,1883,85.0,67.0,82.0,81.0,73.0,68.0,61.0,67.0,71.0,73.0,65.0,64.0,73.0,43.0,67.0,71.0,74.0,63.0,69.0,82.0,81.0,66.0,67.0,61.0,66.0,72,73,38000.0,3600000.0
M. Rodríguez,Chile,Cruz Azul,RM CAM LM LW ,22,1821,90.0,58.0,86.0,86.0,71.0,47.0,66.0,37.0,73.0,70.0,37.0,51.0,78.0,65.0,67.0,40.0,65.0,67.0,68.0,90.0,66.0,67.0,58.0,63.0,67.0,72,79,20000.0,4400000.0
W. Morelo,Colombia,Independiente Santa Fe,ST ,30,1873,79.0,50.0,90.0,77.0,74.0,76.0,56.0,69.0,69.0,75.0,67.0,66.0,77.0,62.0,66.0,76.0,68.0,65.0,74.0,81.0,70.0,66.0,56.0,70.0,73.0,72,72,4000.0,3000000.0
D. Rodríguez,Colombia,Independiente Santa Fe,RM ST ,22,1811,77.0,33.0,85.0,76.0,76.0,68.0,48.0,49.0,74.0,75.0,60.0,49.0,61.0,58.0,68.0,63.0,76.0,75.0,66.0,78.0,68.0,72.0,71.0,56.0,75.0,72,81,4000.0,4900000.0
M. Le Bihan,France,OGC Nice,ST ,27,1797,66.0,67.0,68.0,64.0,71.0,67.0,56.0,50.0,70.0,75.0,46.0,70.0,81.0,54.0,60.0,49.0,77.0,55.0,70.0,68.0,71.0,60.0,67.0,80.0,70.0,72,72,23000.0,3300000.0
J. Augustin,France,RB Leipzig,RW ST ,20,1650,79.0,32.0,76.0,74.0,72.0,53.0,65.0,50.0,75.0,78.0,38.0,58.0,67.0,53.0,56.0,68.0,79.0,66.0,65.0,79.0,62.0,61.0,62.0,63.0,62.0,72,80,32000.0,4700000.0
C. Riaño,Argentina,Necaxa,ST ,28,1722,77.0,44.0,75.0,74.0,71.0,58.0,57.0,55.0,70.0,69.0,34.0,77.0,58.0,63.0,67.0,70.0,68.0,67.0,73.0,78.0,70.0,66.0,73.0,74.0,68.0,72,72,12000.0,3200000.0
F. Mendy,Guinea Bissau,Jeju United FC,ST ,28,1709,67.0,79.0,58.0,66.0,63.0,70.0,42.0,53.0,65.0,75.0,48.0,77.0,72.0,43.0,50.0,71.0,73.0,67.0,76.0,63.0,80.0,59.0,69.0,84.0,70.0,72,72,6000.0,3200000.0
E. Alioski,FYR Macedonia,Leeds United,RM LW RW ,25,1930,87.0,72.0,79.0,76.0,72.0,58.0,68.0,63.0,75.0,71.0,64.0,52.0,57.0,58.0,72.0,70.0,68.0,67.0,75.0,84.0,79.0,69.0,57.0,65.0,68.0,72,74,25000.0,3800000.0
L. Fernández,Argentina,Independiente,ST ,26,1754,84.0,46.0,75.0,72.0,71.0,69.0,66.0,55.0,77.0,72.0,45.0,68.0,66.0,55.0,71.0,71.0,74.0,66.0,76.0,78.0,73.0,70.0,66.0,60.0,56.0,72,75,16000.0,3900000.0
Wanderson,Brazil,FC Krasnodar,LW RW RM ,22,1690,86.0,27.0,84.0,79.0,76.0,64.0,68.0,68.0,84.0,62.0,55.0,41.0,72.0,66.0,70.0,54.0,61.0,68.0,67.0,80.0,52.0,63.0,57.0,46.0,65.0,72,80,24000.0,4600000.0
M. Rocental,Chile,Colo-Colo,CAM CF ST ,29,1727,82.0,33.0,71.0,71.0,75.0,66.0,55.0,63.0,73.0,66.0,64.0,75.0,72.0,61.0,56.0,65.0,72.0,65.0,61.0,82.0,62.0,55.0,62.0,73.0,77.0,72,72,7000.0,3100000.0
Pablo Maffeo,Spain,Girona CF,RM RWB RB ,19,1842,89.0,62.0,84.0,85.0,76.0,61.0,73.0,70.0,73.0,53.0,34.0,67.0,58.0,61.0,52.0,37.0,64.0,68.0,57.0,84.0,67.0,60.0,21.0,55.0,59.0,72,85,31000.0,5000000.0
Alex,Portugal,Salernitana,RW LW ,25,1821,77.0,50.0,88.0,80.0,73.0,70.0,71.0,76.0,74.0,65.0,71.0,52.0,58.0,67.0,70.0,68.0,69.0,72.0,72.0,76.0,68.0,70.0,62.0,46.0,72.0,72,73,5000.0,3700000.0
Carleto Costinha,Brazil,Clube Atlético Paranaense,RM ST CAM ,25,1833,88.0,42.0,81.0,81.0,74.0,73.0,72.0,71.0,71.0,68.0,73.0,47.0,53.0,63.0,51.0,77.0,71.0,75.0,61.0,82.0,63.0,70.0,61.0,44.0,64.0,72,72,11000.0,3400000.0
S. Naismith,Scotland,Norwich City,LM CF CAM ,30,1944,74.0,81.0,74.0,66.0,73.0,78.0,59.0,67.0,70.0,71.0,38.0,75.0,85.0,62.0,64.0,70.0,74.0,71.0,74.0,71.0,81.0,70.0,66.0,76.0,78.0,72,72,25000.0,2900000.0
B. Balaj,Albania,Terek Grozny,ST ,26,1595,66.0,56.0,59.0,51.0,69.0,62.0,50.0,29.0,63.0,73.0,52.0,82.0,67.0,41.0,56.0,56.0,72.0,53.0,74.0,69.0,74.0,52.0,66.0,77.0,69.0,72,75,25000.0,3900000.0
De Tomás,Spain,Rayo Vallecano,ST ,22,1704,66.0,54.0,71.0,75.0,69.0,62.0,50.0,50.0,65.0,71.0,73.0,71.0,75.0,35.0,74.0,75.0,73.0,62.0,82.0,72.0,63.0,48.0,67.0,78.0,62.0,72,78,75000.0,4300000.0
Edgar Costa,Portugal,CS Marítimo,LW RW ,30,1868,78.0,61.0,79.0,70.0,72.0,63.0,66.0,68.0,74.0,67.0,69.0,58.0,65.0,58.0,73.0,72.0,75.0,64.0,72.0,77.0,67.0,65.0,74.0,72.0,75.0,72,72,8000.0,2900000.0
C. McManaman,England,Sunderland,RW RM ,26,1680,76.0,73.0,80.0,75.0,76.0,67.0,64.0,51.0,80.0,68.0,49.0,37.0,34.0,57.0,57.0,64.0,69.0,67.0,64.0,76.0,61.0,68.0,55.0,59.0,68.0,72,73,8000.0,3700000.0
Zhang Xizhe,China PR,,CM LM LW CAM ,26,1835,71.0,49.0,75.0,77.0,70.0,65.0,72.0,76.0,74.0,68.0,75.0,41.0,44.0,73.0,59.0,73.0,72.0,70.0,63.0,68.0,62.0,72.0,56.0,49.0,74.0,72,74,0.0,0.0
Crislan,Brazil,Vegalta Sendai,ST ,25,1769,75.0,75.0,72.0,58.0,75.0,66.0,67.0,49.0,73.0,68.0,39.0,66.0,56.0,47.0,66.0,63.0,70.0,59.0,75.0,81.0,75.0,58.0,76.0,73.0,73.0,72,76,9000.0,4099999.9999999995
Chong Te Se,Korea DPR,Shimizu S-Pulse,ST ,33,1850,63.0,82.0,67.0,75.0,68.0,72.0,58.0,64.0,65.0,73.0,57.0,71.0,76.0,58.0,72.0,65.0,67.0,67.0,75.0,71.0,73.0,72.0,66.0,82.0,73.0,72,72,4000.0,2000000.0
R. Casirón,Chile,Club de Deportes Temuco,CF CAM ,33,1772,53.0,48.0,75.0,74.0,75.0,73.0,73.0,68.0,75.0,58.0,74.0,42.0,68.0,71.0,72.0,75.0,60.0,76.0,72.0,72.0,64.0,76.0,70.0,58.0,71.0,72,72,3000.0,1900000.0
D. Aleksić,Serbia,FC St. Gallen,CF CM CAM ,26,1897,75.0,59.0,81.0,64.0,73.0,61.0,72.0,72.0,73.0,70.0,73.0,56.0,70.0,71.0,73.0,70.0,66.0,73.0,74.0,77.0,77.0,71.0,65.0,70.0,56.0,72,74,12000.0,3800000.0
J. Murillo,Venezuela,Kasimpaşa SK,RM LW RW ,21,1711,91.0,45.0,92.0,91.0,76.0,59.0,52.0,69.0,77.0,70.0,38.0,58.0,69.0,43.0,69.0,66.0,67.0,60.0,70.0,93.0,77.0,58.0,52.0,31.0,76.0,72,81,8000.0,4800000.0
Y. Bammou,Morocco,FC Nantes,CAM ST ,25,1868,65.0,83.0,70.0,51.0,75.0,73.0,68.0,69.0,72.0,71.0,59.0,74.0,74.0,69.0,69.0,67.0,67.0,72.0,75.0,64.0,66.0,64.0,66.0,72.0,65.0,72,75,17000.0,4000000.0
