Name,Nationality,Club,Preferred Positions,Age,Special,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Overall,Potential,Value,Wage
R. Williams,South Africa,,GK ,25,1158,71.0,68.0,62.0,61.0,70.0,68,74,0.0,0.0
I. Stefanović,Serbia,Córdoba CF,GK ,29,1125,66.0,68.0,75.0,65.0,68.0,68,68,600000.0,6000.0
S. Frei,United States,Seattle Sounders FC,GK ,31,1181,69.0,59.0,63.0,69.0,73.0,68,68,550000.0,4000.0
M. Vidal,France,Toulouse FC,GK ,26,1082,69.0,68.0,68.0,69.0,67.0,68,72,800000.0,12000.0
G. Coutinho,Netherlands,AZ Alkmaar,GK ,34,1200,72.0,65.0,60.0,66.0,70.0,68,68,375000.0,5000.0
J. Koprivec,Slovenia,,GK ,28,1104,68.0,65.0,59.0,69.0,72.0,68,68,0.0,0.0
S. Bruzzese,Belgium,KV Kortrijk,GK ,28,1139,68.0,66.0,69.0,67.0,70.0,68,69,725000.0,7000.0
W. Yarbrough,United States,Club León,GK ,28,1190,67.0,62.0,70.0,68.0,68.0,68,68,625000.0,14000.0
M. Birighitti,Australia,NAC Breda,GK ,26,1092,70.0,65.0,64.0,67.0,73.0,68,73,850000.0,5000.0
P. Mandanda,DR Congo,Sporting Charleroi,GK ,27,1090,71.0,65.0,67.0,63.0,71.0,68,69,700000.0,7000.0
D. Bičík,Czech Republic,Sparta Praha,GK ,36,942,67.0,65.0,65.0,70.0,66.0,68,68,120000.0,1000.0
P. Bråtveit,Norway,FK Haugesund,GK ,21,1118,68.0,64.0,64.0,67.0,69.0,68,80,1300000.0,2000.0
K. Sharahili,Saudi Arabia,Al Faisaly,GK ,29,1128,71.0,63.0,64.0,68.0,68.0,68,68,600000.0,12000.0
K. Steppe,Belgium,Sint-Truidense VV,GK ,28,1195,68.0,65.0,63.0,66.0,69.0,68,69,725000.0,6000.0
G. Deneuve,France,Bourg en Bresse Péronnas 01,GK ,32,1109,68.0,72.0,65.0,66.0,71.0,68,68,525000.0,3000.0
N. Pope,England,Burnley,GK ,25,1087,72.0,67.0,66.0,67.0,71.0,68,74,875000.0,20000.0
J. Alnwick,England,Rangers,GK ,24,1263,68.0,66.0,64.0,67.0,69.0,68,76,975000.0,18000.0
R. Strebinger,Austria,SK Rapid Wien,GK ,24,1026,68.0,62.0,60.0,65.0,75.0,68,72,825000.0,8000.0
A. Villete,Uruguay,Patriotas Boyacá FC,GK ,26,920,66.0,68.0,63.0,69.0,67.0,68,71,775000.0,1000.0
G. Anestis,Greece,AEK Athens,GK ,26,914,68.0,64.0,68.0,67.0,66.0,67,70,675000.0,1000.0
M. Lobantsev,Russia,Lokomotiv Moscow,GK ,22,1089,69.0,61.0,64.0,68.0,70.0,67,76,900000.0,14000.0
C. Bejarano,Equatorial Guinea,CD America de Cali,GK ,32,1102,72.0,62.0,59.0,61.0,70.0,67,67,450000.0,1000.0
Marcelinho Moraisco,Brazil,São Paulo Futebol Clube,GK ,25,1182,63.0,66.0,62.0,68.0,75.0,67,67,550000.0,12000.0
K. Begois,Belgium,FC Groningen,GK ,35,1148,64.0,66.0,65.0,71.0,65.0,67,67,180000.0,4000.0
E. Quejeda,Chile,CD Palestino,GK ,29,1325,65.0,63.0,61.0,64.0,77.0,67,67,525000.0,3000.0
D. Bantelicia,Chile,Santiago Wanderers,GK ,29,1389,66.0,68.0,63.0,64.0,72.0,67,67,525000.0,3000.0
B. Radunović,Serbia,Salernitana,GK ,21,1075,70.0,64.0,61.0,67.0,69.0,67,78,1000000.0,8000.0
J. Steele,England,Sunderland,GK ,26,1138,70.0,63.0,70.0,69.0,65.0,67,70,675000.0,5000.0
Rubén Yáñez,Spain,Cádiz C.F.,GK ,23,1106,67.0,65.0,61.0,62.0,69.0,67,75,850000.0,8000.0
C. Irwin,United States,Toronto FC,GK ,28,1204,68.0,67.0,65.0,67.0,66.0,67,67,525000.0,4000.0
M. Wölfli,Switzerland,BSC Young Boys,GK ,34,1093,73.0,55.0,75.0,64.0,69.0,67,67,300000.0,10000.0
M. Štěch,Czech Republic,Luton Town,GK ,27,1040,66.0,67.0,64.0,68.0,72.0,67,71,675000.0,9000.0
J. Drommel,Netherlands,FC Twente,GK ,20,1215,72.0,65.0,63.0,61.0,65.0,67,78,1000000.0,4000.0
A. Budakov,Russia,FC Anzhi Makhachkala,GK ,32,1055,66.0,64.0,63.0,67.0,68.0,67,67,450000.0,10000.0
A. Krivoruchko,Russia,FC SKA-Energiya Khabarovsk,GK ,32,1232,67.0,70.0,69.0,64.0,63.0,67,67,450000.0,10000.0
A. Iacobucci,Italy,Virtus Entella,GK ,26,1148,67.0,63.0,65.0,64.0,70.0,67,71,700000.0,2000.0
S. Burchert,Germany,SpVgg Greuther Fürth,GK ,27,1042,63.0,65.0,65.0,67.0,68.0,67,68,600000.0,6000.0
Miguel Oliveira,Portugal,Vitória Guimarães,GK ,23,1021,68.0,65.0,62.0,68.0,67.0,67,71,700000.0,4000.0
A. Origi,Kenya,Lillestrøm SK,GK ,33,1171,71.0,63.0,61.0,66.0,69.0,67,67,375000.0,3000.0
I. Lanni,Italy,Ascoli,GK ,27,1129,73.0,62.0,55.0,61.0,70.0,67,68,600000.0,2000.0
E. Alvarado,Costa Rica,Trabzonspor,GK ,28,1154,70.0,60.0,65.0,64.0,71.0,67,67,525000.0,14000.0
S. Andersen,Denmark,FC København,GK ,35,1223,65.0,68.0,58.0,71.0,62.0,67,67,180000.0,6000.0
A. Gabbarini,Argentina,Bahía Blanca,GK ,31,1097,62.0,63.0,74.0,76.0,63.0,67,67,475000.0,5000.0
C. Seitz,United States,FC Dallas,GK ,30,1102,67.0,61.0,71.0,69.0,67.0,67,67,500000.0,4000.0
J. Mabokgwane,South Africa,Orlando Pirates,GK ,29,1045,68.0,63.0,70.0,65.0,75.0,67,67,525000.0,1000.0
Lee Chang Geun,Korea Republic,Jeju United FC,GK ,23,1127,67.0,65.0,65.0,65.0,70.0,67,73,750000.0,3000.0
S. Fox,Scotland,Ross County FC,GK ,30,953,69.0,66.0,59.0,64.0,70.0,67,67,500000.0,4000.0
N. Ramos,Colombia,Independiente Medellín,GK ,35,1118,62.0,71.0,73.0,67.0,65.0,67,67,180000.0,1000.0
Dorronsoro,Spain,Lorca Deportiva CF,GK ,32,1207,76.0,57.0,59.0,62.0,72.0,67,67,450000.0,4000.0
B. Körk,Turkey,Akhisar Belediyespor,GK ,37,1083,72.0,61.0,68.0,62.0,67.0,67,67,50000.0,5000.0
O. Jansson,Sweden,Örebro SK,GK ,26,998,68.0,60.0,61.0,65.0,71.0,67,70,675000.0,3000.0
T. Renault,France,US Orléans Loiret Football,GK ,33,1131,67.0,64.0,62.0,67.0,69.0,67,67,375000.0,3000.0
S. Pouplin,France,OGC Nice,GK ,32,963,67.0,69.0,66.0,70.0,69.0,67,67,450000.0,13000.0
G. Güvenç,Turkey,Göztepe,GK ,25,1231,70.0,63.0,58.0,64.0,74.0,67,72,725000.0,8000.0
N. Medvedev,Russia,Lokomotiv Moscow,GK ,22,897,62.0,69.0,62.0,68.0,68.0,67,76,900000.0,14000.0
P. Abrahamsson,Sweden,BK Häcken,GK ,28,1116,66.0,67.0,65.0,68.0,67.0,67,67,525000.0,3000.0
B. Shuttleworth,United States,Minnesota Thunder,GK ,30,1170,67.0,67.0,66.0,66.0,66.0,67,67,500000.0,4000.0
I. Provedel,Italy,Empoli,GK ,23,1083,66.0,65.0,61.0,68.0,70.0,67,73,750000.0,2000.0
Marco Pinto,Portugal,CD Aves,GK ,29,1231,69.0,54.0,78.0,65.0,68.0,67,67,525000.0,6000.0
L. McCormick,England,Plymouth Argyle,GK ,33,1124,62.0,67.0,56.0,65.0,69.0,67,67,375000.0,5000.0
R. Köse,Turkey,Kasimpaşa SK,GK ,29,1091,70.0,65.0,53.0,69.0,72.0,67,67,525000.0,7000.0
G. Herrera,Argentina,Talleres de Cordoba,GK ,25,1104,69.0,62.0,66.0,65.0,72.0,67,71,700000.0,6000.0
Unai Simón,Spain,Athletic Club de Bilbao,GK ,20,1095,70.0,69.0,62.0,61.0,68.0,67,80,1200000.0,7000.0
A. Kann,United States,Atlanta United FC,GK ,26,1131,65.0,66.0,62.0,68.0,67.0,67,68,625000.0,4000.0
W. van der Steen,Netherlands,SC Heerenveen,GK ,27,1041,64.0,63.0,69.0,65.0,70.0,67,69,625000.0,5000.0
L. Koopmans,Netherlands,PSV,GK ,24,1118,66.0,64.0,63.0,66.0,68.0,67,72,725000.0,6000.0
J. Archer,Scotland,Millwall,GK ,24,1088,68.0,67.0,65.0,67.0,68.0,67,73,750000.0,13000.0
A. Otero,Colombia,Atlético Bucaramanga,GK ,33,1112,59.0,71.0,70.0,76.0,63.0,67,67,375000.0,1000.0
M. Zetterer,Germany,SV Werder Bremen,GK ,21,1087,68.0,66.0,71.0,64.0,70.0,67,77,950000.0,8000.0
H. Halldórsson,Iceland,Randers FC,GK ,33,1079,69.0,62.0,61.0,68.0,68.0,67,67,375000.0,7000.0
M. Kuster,Austria,SV Mattersburg,GK ,23,1033,65.0,70.0,63.0,63.0,66.0,67,72,725000.0,9000.0
J. Bijlow,Netherlands,Feyenoord,GK ,19,1001,70.0,66.0,68.0,64.0,66.0,67,80,1100000.0,3000.0
G. Faivre,Switzerland,FC Thun,GK ,30,931,66.0,71.0,62.0,68.0,68.0,67,67,500000.0,7000.0
R. Mandanda,DR Congo,AC Ajaccio,GK ,24,1055,67.0,65.0,64.0,65.0,70.0,67,75,850000.0,3000.0
J. Blackman,England,Sheffield United,GK ,23,1078,67.0,65.0,66.0,66.0,71.0,67,76,900000.0,15000.0
O. Zelenika,Croatia,Lechia Gdańsk,GK ,24,968,70.0,72.0,74.0,58.0,69.0,67,71,700000.0,4000.0
B. Fernandez,Germany,Sportfreunde Lotte,GK ,32,977,67.0,63.0,59.0,62.0,72.0,67,67,450000.0,1000.0
D. Orlishausen,Germany,Karlsruher SC,GK ,34,1017,65.0,66.0,61.0,70.0,66.0,67,67,300000.0,1000.0
E. Audero,Italy,F.B.C. Unione Venezia,GK ,20,1077,72.0,64.0,60.0,60.0,76.0,67,77,950000.0,24000.0
L. Załuska,Poland,Pogoń Szczecin,GK ,35,1254,62.0,66.0,67.0,68.0,65.0,67,67,180000.0,2000.0
Santamaría,Spain,CF Reus Deportiu,GK ,32,1150,69.0,72.0,65.0,67.0,59.0,67,67,450000.0,4000.0
F. Kaplan,Turkey,Antalyaspor,GK ,28,1137,65.0,67.0,64.0,69.0,67.0,67,68,625000.0,9000.0
J. Wicks,United States,IK Sirius,GK ,33,1255,69.0,67.0,61.0,61.0,70.0,67,67,375000.0,2000.0
J. Leutwiler,Canada,Blackburn Rovers,GK ,28,1199,67.0,64.0,65.0,68.0,69.0,67,67,525000.0,7000.0
A. Linde,Sweden,Molde FK,GK ,23,1067,69.0,63.0,63.0,66.0,69.0,67,74,800000.0,3000.0
M. Polaček,Slovakia,Zagłębie Lubin,GK ,27,1094,68.0,61.0,78.0,68.0,63.0,67,68,600000.0,4000.0
F. Farnolle,Benin,Evkur Yeni Malatyaspor,GK ,32,1048,67.0,64.0,66.0,68.0,64.0,67,67,450000.0,7000.0
Julián Cuesta,Spain,Wisła Kraków,GK ,26,1086,62.0,66.0,72.0,70.0,64.0,67,70,675000.0,4000.0
José Suarez,Spain,Girona CF,GK ,21,1140,67.0,63.0,70.0,67.0,69.0,67,78,1000000.0,7000.0
R. Áldarez,Chile,CD Antofagasta,GK ,25,1313,63.0,66.0,62.0,68.0,75.0,67,67,550000.0,2000.0
A. Mannus,Northern Ireland,St. Johnstone FC,GK ,35,1094,69.0,67.0,63.0,69.0,66.0,67,67,180000.0,3000.0
Mateus Tangil,Brazil,Sport Club do Recife,GK ,29,1229,66.0,68.0,63.0,64.0,72.0,67,67,525000.0,8000.0
Fepe Avedo,Brazil,Clube Atlético Paranaense,GK ,29,1161,65.0,63.0,61.0,64.0,77.0,67,67,525000.0,7000.0
N. Larsen,Denmark,FC Nordsjælland,GK ,26,1069,67.0,65.0,60.0,68.0,66.0,67,70,675000.0,7000.0
V. Eicher,Germany,1. FC Heidenheim,GK ,26,1065,67.0,66.0,61.0,67.0,69.0,67,70,675000.0,8000.0
D. Mesenhöler,Germany,1. FC Union Berlin,GK ,21,1107,68.0,71.0,57.0,63.0,66.0,67,77,950000.0,10000.0
Paulo Lopes,Portugal,SL Benfica,GK ,39,1120,67.0,73.0,57.0,67.0,64.0,67,67,50000.0,3000.0
A. Moris,Luxembourg,KV Mechelen,GK ,27,1154,68.0,68.0,62.0,63.0,69.0,67,69,625000.0,7000.0
D. Haas,Germany,FC Erzgebirge Aue,GK ,33,1056,67.0,67.0,58.0,64.0,66.0,67,67,375000.0,4000.0
L. Bostyn,Belgium,SV Zulte-Waregem,GK ,23,957,72.0,66.0,58.0,66.0,65.0,67,72,725000.0,6000.0
M. Vanhamel,Belgium,KV Oostende,GK ,27,1021,66.0,67.0,64.0,62.0,70.0,67,69,625000.0,7000.0
E. Bologna,Argentina,River Plate,GK ,35,1098,68.0,67.0,53.0,66.0,70.0,67,67,180000.0,6000.0
D. Konstantopoulos,Greece,Middlesbrough,GK ,38,984,67.0,65.0,62.0,69.0,63.0,67,67,50000.0,5000.0
R. Sánchez,Colombia,CD Los Millionarios Bogota,GK ,33,1083,70.0,62.0,58.0,67.0,64.0,67,67,375000.0,2000.0
Dani Jiménez,Spain,AD Alcorcón,GK ,27,1205,71.0,64.0,60.0,65.0,69.0,67,69,625000.0,5000.0
D. Kyriakidis,Greece,,GK ,30,1126,68.0,67.0,61.0,70.0,65.0,67,67,0.0,0.0
F. Al Qarni,Saudi Arabia,Al Ittihad,GK ,25,1081,67.0,63.0,66.0,66.0,70.0,67,70,675000.0,15000.0
Bardají,Spain,SD Huesca,GK ,22,1144,70.0,68.0,61.0,58.0,67.0,67,72,725000.0,4000.0
J. Vachoux,France,RC Lens,GK ,22,1018,69.0,63.0,65.0,66.0,69.0,67,75,850000.0,4000.0
Ricardo Ferreira,Portugal,Portimonense SC,GK ,27,1088,68.0,66.0,61.0,65.0,68.0,67,68,600000.0,4000.0
B. Uphoff,Germany,Karlsruher SC,GK ,23,977,65.0,65.0,67.0,65.0,69.0,67,72,725000.0,1000.0
M. Lampson,United States,Chicago Fire Soccer Club,GK ,27,1177,67.0,66.0,68.0,67.0,69.0,67,68,600000.0,4000.0
S. Dioudis,Greece,Panathinaikos FC,GK ,24,1075,68.0,70.0,62.0,61.0,70.0,67,73,750000.0,1000.0
M. Schuhen,Germany,SV Sandhausen,GK ,24,1218,69.0,65.0,72.0,65.0,68.0,67,73,750000.0,3000.0
B. Mitrev,Bulgaria,,GK ,30,961,60.0,69.0,73.0,66.0,68.0,67,67,0.0,0.0
P. Mina,Colombia,Asociacion Deportivo Cali,GK ,32,1077,71.0,68.0,62.0,58.0,72.0,67,67,450000.0,2000.0
G. Karačić,Bosnia Herzegovina,SV Sandhausen,GK ,20,916,70.0,70.0,64.0,60.0,69.0,67,80,1200000.0,3000.0
M. Hernández,Mexico,Tiburones Rojos de Veracruz,GK ,34,1043,69.0,65.0,68.0,67.0,68.0,67,67,300000.0,4000.0
S. Gbohouo,Ivory Coast,,GK ,28,1030,66.0,65.0,70.0,65.0,68.0,67,68,0.0,0.0
J. Mall,Switzerland,SV Darmstadt 98,GK ,26,1008,69.0,63.0,61.0,63.0,74.0,67,70,675000.0,11000.0
C. Doyle,Republic of Ireland,Bradford City,GK ,32,1050,68.0,66.0,58.0,65.0,68.0,67,67,450000.0,6000.0
S. Ichazo,Uruguay,Torino,GK ,25,1128,68.0,63.0,67.0,62.0,71.0,67,70,675000.0,16000.0
T. Coremans,Netherlands,ADO Den Haag,GK ,26,1086,68.0,66.0,63.0,63.0,66.0,66,69,550000.0,3000.0
L. Lezzerini,Italy,Avellino,GK ,22,1074,67.0,60.0,60.0,64.0,70.0,66,76,800000.0,1000.0
N. Lomb,Germany,Bayer 04 Leverkusen,GK ,23,1073,70.0,61.0,65.0,64.0,70.0,66,71,625000.0,8000.0
M. Zappino,Brazil,Frosinone,GK ,36,1110,64.0,71.0,58.0,65.0,62.0,66,66,90000.0,1000.0
Y. Thuram,France,Le Havre AC,GK ,28,1151,65.0,63.0,67.0,67.0,65.0,66,68,550000.0,2000.0
J. Placide,Haiti,Oldham Athletic,GK ,29,1047,62.0,63.0,59.0,63.0,70.0,66,66,425000.0,2000.0
J. McLaughlin,Scotland,Heart of Midlothian,GK ,28,1171,68.0,66.0,67.0,65.0,64.0,66,67,525000.0,2000.0
A. Blanco,Mexico,Pachuca,GK ,29,1104,62.0,69.0,62.0,64.0,65.0,66,66,425000.0,7000.0
L. Nicholls,England,Milton Keynes Dons,GK ,24,1064,68.0,63.0,65.0,61.0,66.0,66,72,650000.0,2000.0
A. Tarbell,United States,San Jose Earthquakes,GK ,23,934,69.0,68.0,68.0,69.0,70.0,66,72,650000.0,2000.0
J. Attinella,United States,Portland Timbers,GK ,28,1159,68.0,65.0,63.0,65.0,64.0,66,69,550000.0,2000.0
Hong Jung Nam,Korea Republic,Jeonbuk Hyundai Motors,GK ,29,1054,67.0,65.0,62.0,66.0,64.0,66,66,425000.0,3000.0
S. Brown,England,Wycombe Wanderers,GK ,32,1095,64.0,63.0,58.0,65.0,68.0,66,66,375000.0,4000.0
M. Caranta,Argentina,Talleres de Cordoba,GK ,38,1104,55.0,70.0,67.0,68.0,63.0,66,66,40000.0,2000.0
L. Thomas,Australia,Melbourne Victory,GK ,25,1077,69.0,64.0,57.0,64.0,67.0,66,70,600000.0,2000.0
J. Posavec,Croatia,Palermo,GK ,21,893,70.0,58.0,66.0,63.0,69.0,66,78,925000.0,1000.0
M. Prévot,France,FC Sochaux-Montbéliard,GK ,20,955,66.0,63.0,66.0,65.0,67.0,66,78,925000.0,2000.0
L. Butrón,Peru,,GK ,40,1077,65.0,70.0,71.0,70.0,68.0,66,66,0.0,0.0
A. Maisonnial,France,AS Saint-Étienne,GK ,19,1132,70.0,66.0,62.0,64.0,68.0,66,79,975000.0,3000.0
Fernando,Spain,UD Almería,GK ,27,1151,69.0,63.0,57.0,61.0,69.0,66,70,575000.0,2000.0
J. Willis,United States,Houston Dynamo,GK ,28,1129,68.0,65.0,60.0,68.0,65.0,66,68,550000.0,2000.0
N. Avellaneda,Argentina,Club Atlético Lanús,GK ,24,1086,66.0,62.0,64.0,62.0,71.0,66,74,700000.0,3000.0
P. Pervan,Austria,LASK Linz,GK ,29,966,66.0,68.0,65.0,67.0,66.0,66,68,525000.0,4000.0
M. Jeannin,Algeria,Clermont Foot 63,GK ,26,1058,67.0,61.0,61.0,66.0,71.0,66,70,575000.0,2000.0
David Raya,Spain,Blackburn Rovers,GK ,21,1143,62.0,69.0,64.0,61.0,68.0,66,76,800000.0,2000.0
D. Lopar,Switzerland,FC St. Gallen,GK ,32,1061,68.0,62.0,63.0,63.0,65.0,66,66,375000.0,3000.0
S. Şahin-Radlinger,Austria,Hannover 96,GK ,24,1005,64.0,62.0,58.0,64.0,71.0,66,70,600000.0,6000.0
F. Coppola,Italy,Hellas Verona,GK ,39,1022,69.0,62.0,58.0,73.0,64.0,66,66,40000.0,3000.0
H. Koffi,Burkina Faso,LOSC Lille,GK ,20,1010,69.0,59.0,62.0,63.0,70.0,66,77,875000.0,6000.0
O. Sissoko,Mali,Le Havre AC,GK ,29,1013,67.0,62.0,61.0,64.0,71.0,66,67,500000.0,2000.0
G. Viscarra,Bolivia,,GK ,24,909,67.0,64.0,68.0,70.0,67.0,66,71,0.0,0.0
A. Donnarumma,Italy,Milan,GK ,26,930,70.0,62.0,51.0,59.0,74.0,66,70,575000.0,16000.0
A. Hayashi,Japan,F.C. Tokyo,GK ,30,1276,70.0,65.0,62.0,61.0,70.0,66,66,425000.0,3000.0
R. Cierzniak,Poland,Legia Warszawa,GK ,34,1176,69.0,64.0,60.0,69.0,64.0,66,66,260000.0,2000.0
H. Yılmaz,Turkey,Alanyaspor,GK ,33,925,68.0,61.0,59.0,68.0,64.0,66,66,325000.0,3000.0
M. Goblet,Belgium,Waasland-Beveren,GK ,22,1122,71.0,59.0,56.0,57.0,73.0,66,72,650000.0,2000.0
F. Ondoa,Cameroon,Sevilla Atlético,GK ,21,1202,75.0,59.0,62.0,63.0,66.0,66,78,925000.0,1000.0
E. Bush,United States,Montreal Impact,GK ,31,1128,70.0,62.0,61.0,61.0,71.0,66,66,400000.0,2000.0
G. Long,England,AFC Wimbledon,GK ,23,1066,67.0,65.0,64.0,66.0,68.0,66,76,800000.0,7000.0
A. Stolz,Germany,TSG 1899 Hoffenheim,GK ,33,1104,70.0,68.0,66.0,64.0,63.0,66,66,325000.0,7000.0
I. Villaseñor,Mexico,Puebla,GK ,34,1095,65.0,68.0,65.0,66.0,67.0,66,66,260000.0,2000.0
João Costa,Portugal,FC Porto,GK ,21,935,69.0,63.0,53.0,63.0,68.0,66,76,800000.0,2000.0
J. Saunders,Puerto Rico,Orlando City Soccer Club,GK ,36,1142,68.0,67.0,68.0,65.0,64.0,66,66,90000.0,1000.0
D. Ovono,Gabon,Paris FC,GK ,34,1131,68.0,58.0,65.0,65.0,71.0,66,66,260000.0,2000.0
Y. Thoelen,Belgium,KAA Gent,GK ,26,1079,67.0,65.0,60.0,63.0,68.0,66,69,550000.0,5000.0
R. Wolf,Germany,Fortuna Düsseldorf,GK ,29,1016,67.0,63.0,58.0,63.0,71.0,66,66,425000.0,6000.0
L. Badiashile,France,AS Monaco,GK ,19,1129,68.0,66.0,65.0,67.0,68.0,66,77,825000.0,3000.0
Kim Jin Young,Korea Republic,Pohang Steelers,GK ,25,1047,66.0,65.0,65.0,64.0,66.0,66,69,575000.0,2000.0
D. Léon,France,Stade Brestois 29,GK ,24,1155,67.0,60.0,65.0,64.0,70.0,66,73,675000.0,1000.0
N. Alblas,Netherlands,Ajax,GK ,22,1084,68.0,64.0,72.0,60.0,67.0,66,73,675000.0,2000.0
A. Lonergan,England,Leeds United,GK ,33,1053,65.0,64.0,52.0,66.0,68.0,66,66,325000.0,7000.0
B. Knighton,United States,New England Revolution,GK ,32,1060,68.0,66.0,64.0,66.0,61.0,66,66,375000.0,2000.0
D. Forde,Republic of Ireland,Cambridge United,GK ,37,1144,64.0,65.0,62.0,71.0,63.0,66,66,40000.0,3000.0
Cho Soo Hyuk,Korea Republic,Ulsan Hyundai Horang-i,GK ,30,1037,65.0,66.0,66.0,67.0,66.0,66,66,425000.0,2000.0
D. Da Costa,Switzerland,FC Lugano,GK ,31,1117,65.0,67.0,58.0,64.0,64.0,66,66,400000.0,2000.0
Sivera,Spain,Deportivo Alavés,GK ,20,1213,66.0,63.0,62.0,70.0,65.0,66,75,750000.0,4000.0
P. Šteinbors,Latvia,Arka Gdynia,GK ,31,1143,65.0,67.0,66.0,66.0,65.0,66,66,400000.0,2000.0
L. Nienhuis,Netherlands,Sparta Rotterdam,GK ,27,1110,67.0,64.0,62.0,64.0,70.0,66,67,500000.0,3000.0
A. Al Qarni,Saudi Arabia,Al Ittihad,GK ,33,1028,64.0,66.0,58.0,66.0,65.0,66,66,325000.0,8000.0
S. Taylor,England,Southampton,GK ,36,1125,67.0,64.0,63.0,65.0,63.0,66,66,90000.0,9000.0
J. Szmatuła,Poland,Piast Gliwice,GK ,36,1019,67.0,67.0,63.0,67.0,67.0,66,66,90000.0,1000.0
Cristian Rivero,Spain,Valencia CF,GK ,19,918,71.0,60.0,62.0,62.0,68.0,66,78,875000.0,2000.0
S. Mielitz,Germany,SønderjyskE,GK ,27,1080,67.0,62.0,58.0,62.0,66.0,66,68,525000.0,3000.0
B. Rowe,United States,LA Galaxy,GK ,28,1125,65.0,64.0,63.0,63.0,68.0,66,67,525000.0,2000.0
C. Stanković,Austria,FC Red Bull Salzburg,GK ,24,1105,70.0,65.0,56.0,63.0,67.0,66,71,625000.0,5000.0
J. Hartock,France,US Quevilly-Rouen,GK ,30,1049,66.0,64.0,64.0,64.0,65.0,66,66,425000.0,2000.0
N. Ravaglia,Italy,Cremonese,GK ,28,1013,63.0,65.0,57.0,66.0,69.0,66,67,525000.0,1000.0
A. Pomini,Italy,Palermo,GK ,36,1081,62.0,61.0,59.0,69.0,67.0,66,66,90000.0,1000.0
G. Shelia,Russia,FC Ufa,GK ,28,966,63.0,63.0,71.0,68.0,66.0,66,67,525000.0,6000.0
K. Kunz,Germany,Chemnitzer FC,GK ,25,933,69.0,64.0,52.0,65.0,67.0,66,69,575000.0,1000.0
M. Gspurning,Austria,1. FC Union Berlin,GK ,36,1101,65.0,64.0,64.0,63.0,67.0,66,66,90000.0,4000.0
Bernabé,Spain,Gimnàstic de Tarragona,GK ,24,1092,64.0,69.0,63.0,64.0,65.0,66,74,700000.0,2000.0
F. Canales,Mexico,Lobos de la BUAP,GK ,30,1193,65.0,64.0,66.0,64.0,64.0,66,66,425000.0,2000.0
A. Leitner,Austria,FC Admira Wacker Mödling,GK ,23,995,65.0,63.0,59.0,65.0,69.0,66,71,625000.0,2000.0
A. Solosin,Russia,FC Anzhi Makhachkala,GK ,29,1033,64.0,66.0,64.0,67.0,68.0,66,66,425000.0,5000.0
A. Al Kassar,Saudi Arabia,Ettifaq FC,GK ,26,1086,66.0,64.0,59.0,65.0,69.0,66,70,575000.0,4000.0
E. Reséndez,Mexico,Monterrey,GK ,21,1021,64.0,64.0,64.0,65.0,68.0,66,77,875000.0,7000.0
Y. Marillat,France,Nîmes Olympique,GK ,22,1080,65.0,65.0,68.0,67.0,68.0,66,76,800000.0,1000.0
P. Sisniega,Mexico,Real Sociedad,GK ,21,1190,63.0,71.0,64.0,67.0,63.0,66,75,750000.0,4000.0
S. Eastwood,England,Oxford United,GK ,28,1166,64.0,61.0,62.0,66.0,70.0,66,68,550000.0,3000.0
C. Cropper,United States,New England Revolution,GK ,24,999,68.0,65.0,62.0,63.0,68.0,66,74,700000.0,2000.0
C. Giraldo,Colombia,Tigres FC,GK ,27,1069,59.0,65.0,64.0,72.0,65.0,66,69,550000.0,1000.0
P. Heerwagen,Germany,FC St. Pauli,GK ,34,1028,66.0,62.0,55.0,65.0,70.0,66,66,260000.0,4000.0
M. Kobras,Austria,SCR Altach,GK ,31,1079,67.0,61.0,56.0,65.0,70.0,66,66,400000.0,4000.0
T. Černý,Czech Republic,Partick Thistle F.C.,GK ,32,1195,64.0,64.0,63.0,66.0,64.0,66,66,375000.0,2000.0
V. Janjetović,Australia,Western Sydney Wanderers,GK ,29,1078,66.0,60.0,63.0,64.0,68.0,66,66,425000.0,2000.0
J. Brinkies,Germany,FSV Zwickau,GK ,24,1163,63.0,62.0,67.0,67.0,71.0,66,74,700000.0,1000.0
K. Broll,Germany,SG Sonnenhof Großaspach,GK ,21,884,67.0,58.0,59.0,66.0,69.0,66,75,750000.0,1000.0
A. Cajtoft,Sweden,Jönköpings Södra IF,GK ,23,933,67.0,65.0,66.0,66.0,66.0,66,75,750000.0,1000.0
H. Iikura,Japan,Yokohama F. Marinos,GK ,31,954,64.0,67.0,58.0,69.0,63.0,66,66,400000.0,2000.0
D. Martin,England,Millwall,GK ,31,1132,67.0,62.0,66.0,66.0,66.0,66,66,400000.0,7000.0
K. Otani,Japan,Albirex Niigata,GK ,28,1030,64.0,68.0,73.0,61.0,69.0,65,66,425000.0,2000.0
M. Falkesgaard,Denmark,FC Midtjylland,GK ,26,1162,64.0,64.0,67.0,66.0,63.0,65,69,500000.0,6000.0
A. Al Owayshir,Saudi Arabia,Al Fateh,GK ,26,1138,64.0,67.0,60.0,64.0,63.0,65,69,500000.0,6000.0
F. Oyerze,Chile,Audax Italiano,GK ,29,944,57.0,70.0,62.0,75.0,55.0,65,65,375000.0,1000.0
