Name,Nationality,Club,Preferred Positions,Age,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Overall,Potential,Wage,Value
Renato Sanches,Portugal,Swansea City,CM ,19,2110,79.0,90.0,78.0,85.0,77.0,67.0,60.0,59.0,78.0,65.0,68.0,64.0,69.0,79.0,71.0,77.0,72.0,68.0,73.0,74.0,76.0,85.0,64.0,78.0,86.0,72.0,77.0,68.0,68.0,76,86,49000.0,12000000.0
M. Coco,France,En Avant de Guingamp,RM LW LM ,21,1842,88.0,49.0,82.0,75.0,77.0,69.0,76.0,60.0,79.0,72.0,36.0,59.0,50.0,60.0,65.0,68.0,30.0,59.0,74.0,69.0,76.0,69.0,32.0,88.0,60.0,44.0,62.0,68.0,68.0,76,82,22000.0,10500000.0
A. Trebel,France,RSC Anderlecht,CAM CDM CM ,26,2029,79.0,77.0,77.0,87.0,75.0,74.0,66.0,69.0,77.0,57.0,71.0,33.0,72.0,68.0,75.0,72.0,57.0,55.0,70.0,75.0,77.0,77.0,67.0,75.0,82.0,70.0,63.0,75.0,70.0,76,77,27000.0,9000000.0
F. Borini,Italy,Milan,ST LM RM ,26,1874,77.0,70.0,78.0,64.0,75.0,74.0,72.0,65.0,77.0,76.0,61.0,75.0,30.0,71.0,62.0,66.0,13.0,81.0,78.0,77.0,75.0,76.0,24.0,77.0,73.0,26.0,66.0,71.0,75.0,76,77,14000.0,9000000.0
A. Ekdal,Sweden,Hamburger SV,CB CDM CM ,27,1956,55.0,83.0,65.0,57.0,80.0,75.0,69.0,74.0,76.0,60.0,70.0,60.0,70.0,66.0,77.0,69.0,54.0,68.0,72.0,76.0,77.0,72.0,64.0,54.0,77.0,70.0,75.0,75.0,66.0,76,76,38000.0,8000000.0
F. Krovinović,Croatia,SL Benfica,CM CAM ,21,1832,69.0,41.0,78.0,75.0,75.0,73.0,65.0,76.0,76.0,64.0,49.0,43.0,30.0,55.0,78.0,75.0,44.0,58.0,72.0,76.0,76.0,72.0,49.0,74.0,69.0,47.0,59.0,80.0,60.0,76,82,11000.0,10500000.0
F. Viviani,Italy,Ferrara (SPAL),CDM CM ,25,2055,74.0,60.0,76.0,78.0,78.0,67.0,72.0,74.0,78.0,58.0,74.0,60.0,70.0,68.0,76.0,78.0,64.0,68.0,63.0,70.0,78.0,80.0,68.0,75.0,78.0,68.0,72.0,76.0,68.0,76,80,30000.0,10000000.0
S. Tshabalala,South Africa,Kaizer Chiefs,LW CAM RM LM ,32,1897,78.0,49.0,80.0,90.0,76.0,74.0,74.0,73.0,78.0,72.0,75.0,39.0,37.0,52.0,65.0,78.0,33.0,64.0,73.0,75.0,73.0,69.0,32.0,77.0,85.0,40.0,60.0,78.0,72.0,76,76,1000.0,6000000.0
P. Diop,Senegal,RCD Espanyol,CM CDM ,31,2018,55.0,89.0,64.0,67.0,76.0,73.0,58.0,70.0,63.0,57.0,69.0,72.0,79.0,80.0,71.0,71.0,64.0,61.0,59.0,75.0,73.0,82.0,74.0,59.0,78.0,79.0,87.0,65.0,67.0,76,76,28000.0,5000000.0
L. Baal,France,Stade Rennais FC,LM LB ,31,1918,77.0,75.0,66.0,72.0,69.0,71.0,77.0,53.0,64.0,44.0,50.0,66.0,73.0,67.0,65.0,58.0,75.0,66.0,34.0,68.0,73.0,50.0,72.0,84.0,91.0,76.0,73.0,59.0,56.0,76,76,25000.0,5000000.0
Y. Zhirkov,Russia,Zenit St. Petersburg,LM LB ,33,2081,76.0,77.0,77.0,71.0,77.0,81.0,81.0,78.0,78.0,63.0,75.0,57.0,75.0,54.0,72.0,75.0,68.0,72.0,75.0,71.0,77.0,74.0,80.0,75.0,78.0,76.0,67.0,72.0,67.0,76,76,56000.0,3000000.0
J. Kurtić,Slovenia,Atalanta,CF CAM CM ,28,2069,68.0,78.0,65.0,62.0,76.0,76.0,67.0,68.0,71.0,60.0,70.0,71.0,75.0,67.0,76.0,77.0,68.0,65.0,75.0,74.0,79.0,82.0,72.0,68.0,78.0,76.0,86.0,72.0,69.0,76,76,32000.0,7500000.0
Y. Ayoub,Morocco,FC Utrecht,CDM CAM CM ,23,2061,73.0,72.0,74.0,91.0,78.0,78.0,81.0,74.0,79.0,65.0,71.0,56.0,66.0,43.0,73.0,73.0,58.0,72.0,67.0,75.0,76.0,75.0,74.0,68.0,85.0,73.0,69.0,75.0,66.0,76,81,13000.0,10000000.0
K. Toko-Ekambi,Cameroon,Angers SCO,LM LW ST ,24,1761,77.0,43.0,76.0,66.0,73.0,71.0,77.0,54.0,78.0,78.0,58.0,68.0,21.0,68.0,56.0,69.0,13.0,67.0,82.0,74.0,68.0,74.0,18.0,72.0,67.0,14.0,75.0,52.0,67.0,76,79,26000.0,10000000.0
Víctor Vázquez,Spain,Toronto FC,LM CAM CM ,30,1847,55.0,55.0,69.0,74.0,81.0,80.0,75.0,79.0,78.0,66.0,74.0,38.0,52.0,40.0,78.0,72.0,36.0,72.0,77.0,80.0,80.0,69.0,28.0,39.0,69.0,50.0,58.0,82.0,69.0,76,76,11000.0,7000000.0
A. Saint-Maximin,France,OGC Nice,LM ,20,1761,89.0,36.0,90.0,85.0,79.0,70.0,66.0,70.0,84.0,67.0,46.0,53.0,15.0,64.0,58.0,70.0,23.0,47.0,70.0,78.0,68.0,80.0,22.0,92.0,70.0,16.0,57.0,65.0,59.0,76,84,28000.0,11500000.0
J. Rodriguez,England,West Bromwich Albion,ST LM ,27,1863,76.0,41.0,75.0,64.0,75.0,75.0,68.0,69.0,77.0,77.0,29.0,76.0,44.0,81.0,66.0,72.0,16.0,71.0,80.0,77.0,75.0,74.0,21.0,78.0,76.0,28.0,71.0,69.0,74.0,76,76,68000.0,8000000.0
A. Mejía,Colombia,Club León,CDM ,28,1788,66.0,81.0,66.0,69.0,69.0,62.0,59.0,36.0,51.0,33.0,32.0,51.0,76.0,53.0,73.0,56.0,74.0,37.0,58.0,76.0,74.0,67.0,71.0,63.0,90.0,73.0,85.0,68.0,31.0,76,76,33000.0,6000000.0
L. De Silvestri,Italy,Torino,RM RB ,29,1990,71.0,71.0,68.0,58.0,73.0,70.0,78.0,64.0,71.0,40.0,62.0,79.0,75.0,78.0,66.0,75.0,71.0,52.0,66.0,75.0,70.0,74.0,75.0,75.0,75.0,77.0,78.0,49.0,60.0,76,76,45000.0,6000000.0
Zheng Zhi,China PR,,CB CM CDM ,36,2014,68.0,75.0,65.0,67.0,77.0,75.0,65.0,76.0,74.0,60.0,68.0,65.0,75.0,66.0,71.0,70.0,75.0,68.0,60.0,71.0,82.0,68.0,68.0,58.0,75.0,72.0,68.0,76.0,72.0,76,76,0.0,0.0
S. de Jong,Netherlands,Ajax,CAM CM ,28,2037,63.0,64.0,67.0,60.0,78.0,79.0,63.0,66.0,73.0,77.0,69.0,82.0,60.0,80.0,77.0,80.0,47.0,72.0,78.0,79.0,76.0,80.0,55.0,60.0,80.0,60.0,74.0,75.0,81.0,76,76,16000.0,7500000.0
Gil Dias,Portugal,Fiorentina,LM RM ,20,1824,83.0,50.0,80.0,70.0,80.0,71.0,66.0,59.0,83.0,69.0,61.0,60.0,35.0,52.0,58.0,70.0,35.0,53.0,72.0,75.0,70.0,72.0,30.0,86.0,75.0,35.0,67.0,73.0,60.0,76,83,29000.0,11000000.0
G. Kakuta,DR Congo,Amiens SC Football,RM LM ,26,1903,84.0,42.0,86.0,81.0,81.0,72.0,82.0,77.0,80.0,71.0,78.0,67.0,46.0,81.0,64.0,63.0,23.0,51.0,67.0,74.0,74.0,77.0,25.0,75.0,59.0,41.0,65.0,74.0,62.0,76,76,23000.0,8500000.0
R. Sambueza,Argentina,Deportivo Toluca,CM RM LM ,33,2000,68.0,86.0,70.0,74.0,79.0,83.0,78.0,82.0,75.0,66.0,75.0,57.0,60.0,67.0,78.0,72.0,40.0,70.0,68.0,75.0,77.0,75.0,46.0,72.0,79.0,48.0,75.0,80.0,61.0,76,76,22000.0,4700000.0
J. Damm,Mexico,Tigres U.A.N.L.,RWB RM ,24,1894,95.0,65.0,85.0,68.0,76.0,69.0,73.0,66.0,78.0,70.0,59.0,65.0,48.0,68.0,62.0,55.0,40.0,61.0,69.0,71.0,70.0,68.0,37.0,95.0,78.0,35.0,66.0,60.0,51.0,76,79,56000.0,10000000.0
Ronaldo Cabrais,Brazil,Botafogo de Futebol e Regatas,RM CAM ,25,2000,88.0,62.0,78.0,76.0,72.0,80.0,75.0,86.0,73.0,74.0,75.0,64.0,40.0,64.0,72.0,75.0,40.0,73.0,73.0,75.0,74.0,82.0,33.0,73.0,80.0,35.0,70.0,77.0,76.0,76,76,22000.0,8500000.0
Guilherme,Brazil,RC Deportivo de La Coruña,CDM ,26,1989,62.0,81.0,72.0,69.0,76.0,72.0,62.0,64.0,64.0,55.0,68.0,63.0,77.0,74.0,75.0,64.0,64.0,55.0,64.0,75.0,78.0,82.0,76.0,67.0,65.0,79.0,75.0,74.0,59.0,76,78,24000.0,7500000.0
S. Meïté,France,AS Monaco,CM CDM ,23,1925,66.0,76.0,67.0,52.0,76.0,71.0,67.0,43.0,72.0,38.0,48.0,75.0,73.0,72.0,78.0,72.0,70.0,51.0,66.0,72.0,77.0,73.0,71.0,69.0,83.0,77.0,85.0,68.0,37.0,76,81,29000.0,8500000.0
Abraham,Spain,U.N.A.M.,CDM CM ,31,1914,66.0,70.0,63.0,58.0,74.0,60.0,72.0,81.0,65.0,59.0,70.0,47.0,70.0,32.0,82.0,73.0,70.0,63.0,64.0,70.0,85.0,77.0,66.0,58.0,78.0,71.0,61.0,77.0,47.0,76,76,26000.0,6500000.0
C. N'Doye,Senegal,Birmingham City,CM ,31,2024,54.0,83.0,48.0,41.0,77.0,55.0,68.0,60.0,66.0,72.0,49.0,88.0,75.0,80.0,77.0,69.0,80.0,57.0,76.0,79.0,71.0,79.0,68.0,60.0,91.0,78.0,94.0,71.0,55.0,76,76,34000.0,6500000.0
Zeca,Greece,FC København,CM RM RB CDM ,28,2030,78.0,80.0,75.0,74.0,78.0,75.0,74.0,66.0,73.0,63.0,65.0,55.0,68.0,66.0,74.0,64.0,66.0,61.0,67.0,75.0,78.0,70.0,71.0,75.0,86.0,76.0,67.0,72.0,65.0,75,75,20000.0,5500000.0
I. Belfodil,Algeria,SV Werder Bremen,CF LM ST ,25,1831,60.0,74.0,59.0,39.0,78.0,73.0,65.0,74.0,77.0,74.0,68.0,76.0,29.0,72.0,61.0,67.0,15.0,66.0,75.0,70.0,72.0,77.0,15.0,70.0,81.0,39.0,85.0,73.0,68.0,75,79,18000.0,8500000.0
S. Missiroli,Italy,Sassuolo,CM ,31,1923,66.0,60.0,63.0,36.0,76.0,73.0,68.0,68.0,74.0,66.0,60.0,60.0,73.0,64.0,72.0,61.0,60.0,64.0,75.0,75.0,76.0,68.0,63.0,68.0,78.0,71.0,62.0,72.0,66.0,75,75,46000.0,5500000.0
C. Rodríguez,Uruguay,,LM CAM ,31,1991,70.0,69.0,67.0,72.0,79.0,81.0,72.0,73.0,80.0,64.0,73.0,62.0,59.0,70.0,72.0,72.0,50.0,66.0,72.0,72.0,76.0,80.0,55.0,71.0,69.0,55.0,71.0,72.0,65.0,75,75,0.0,0.0
N. Asare,Ghana,KAA Gent,LB LM CB ,30,2075,78.0,76.0,81.0,83.0,77.0,80.0,72.0,68.0,74.0,53.0,65.0,65.0,82.0,84.0,73.0,67.0,75.0,66.0,69.0,76.0,74.0,62.0,74.0,76.0,81.0,76.0,62.0,75.0,61.0,75,75,19000.0,4900000.0
L. Rigoni,Italy,Genoa,CDM CM ,32,1979,68.0,76.0,62.0,58.0,75.0,76.0,65.0,49.0,70.0,61.0,59.0,69.0,73.0,72.0,76.0,75.0,69.0,51.0,70.0,75.0,78.0,79.0,70.0,69.0,77.0,74.0,70.0,73.0,60.0,75,75,29000.0,5000000.0
Kiko Femenía,Spain,Watford,RM RB ,26,2004,75.0,70.0,85.0,86.0,78.0,66.0,78.0,65.0,79.0,62.0,55.0,52.0,74.0,69.0,54.0,65.0,68.0,60.0,68.0,64.0,77.0,56.0,77.0,79.0,82.0,75.0,67.0,66.0,54.0,75,78,44000.0,7000000.0
V. Guerra,Chile,Deportes Iquique,CDM CB ,29,1719,49.0,84.0,51.0,53.0,62.0,70.0,56.0,62.0,58.0,30.0,49.0,73.0,75.0,51.0,76.0,42.0,74.0,42.0,40.0,67.0,66.0,60.0,73.0,60.0,61.0,77.0,83.0,36.0,49.0,75,75,4000.0,5000000.0
J. Gbamin,Ivory Coast,1. FSV Mainz 05,CDM ,21,1880,72.0,80.0,73.0,66.0,74.0,68.0,69.0,41.0,72.0,38.0,31.0,65.0,76.0,76.0,69.0,62.0,73.0,40.0,57.0,70.0,73.0,60.0,70.0,75.0,79.0,74.0,76.0,68.0,45.0,75,83,19000.0,8500000.0
R. Elm,Sweden,Kalmar FF,CM ,29,2001,54.0,62.0,72.0,72.0,79.0,86.0,79.0,85.0,69.0,60.0,85.0,62.0,77.0,47.0,80.0,74.0,63.0,84.0,70.0,82.0,78.0,78.0,58.0,48.0,36.0,60.0,69.0,83.0,77.0,75,75,7000.0,6500000.0
Samu García,Spain,Levante UD,ST RM ,27,1797,77.0,48.0,75.0,69.0,75.0,72.0,77.0,80.0,74.0,69.0,48.0,63.0,33.0,59.0,72.0,64.0,16.0,63.0,74.0,73.0,73.0,73.0,21.0,78.0,65.0,27.0,66.0,76.0,61.0,75,75,22000.0,7000000.0
P. Schwegler,Switzerland,Hannover 96,CM CDM ,30,1998,53.0,65.0,74.0,74.0,74.0,81.0,71.0,60.0,73.0,61.0,74.0,68.0,78.0,76.0,78.0,77.0,67.0,66.0,68.0,74.0,79.0,77.0,73.0,33.0,67.0,73.0,66.0,78.0,65.0,75,75,33000.0,4900000.0
I. Fernández,Argentina,River Plate,CDM CM ,27,1939,69.0,69.0,74.0,65.0,76.0,67.0,70.0,73.0,74.0,63.0,69.0,57.0,60.0,38.0,76.0,79.0,49.0,61.0,68.0,72.0,80.0,73.0,51.0,73.0,85.0,54.0,73.0,77.0,60.0,75,76,21000.0,7500000.0
D. Cataldi,Italy,Benevento Calcio,CDM CM ,22,1994,70.0,74.0,73.0,75.0,77.0,68.0,70.0,67.0,72.0,66.0,69.0,63.0,71.0,55.0,75.0,75.0,66.0,52.0,67.0,70.0,78.0,75.0,68.0,70.0,74.0,70.0,65.0,73.0,65.0,75,83,36000.0,9500000.0
I. Brizuela,Mexico,Guadalajara,LW RM ,26,1882,90.0,63.0,88.0,78.0,75.0,65.0,68.0,73.0,79.0,72.0,57.0,50.0,30.0,69.0,65.0,69.0,23.0,60.0,70.0,69.0,72.0,72.0,35.0,92.0,74.0,34.0,63.0,63.0,61.0,75,75,48000.0,7000000.0
V. Fischer,Denmark,1. FSV Mainz 05,CAM ST LW LM ,23,1858,76.0,60.0,77.0,68.0,78.0,71.0,64.0,68.0,76.0,71.0,65.0,55.0,39.0,56.0,68.0,69.0,30.0,63.0,74.0,74.0,80.0,74.0,20.0,77.0,68.0,36.0,64.0,73.0,73.0,75,82,23000.0,9500000.0
R. Bajić,Bosnia Herzegovina,Udinese,CAM ST ,23,1688,66.0,30.0,69.0,42.0,74.0,70.0,62.0,72.0,66.0,78.0,68.0,78.0,19.0,44.0,52.0,70.0,21.0,67.0,77.0,74.0,62.0,72.0,16.0,65.0,72.0,17.0,84.0,51.0,66.0,75,82,25000.0,9500000.0
E. Dinsol,Chile,Universidad Católica,RM RB ,29,1911,71.0,81.0,81.0,72.0,71.0,73.0,72.0,51.0,77.0,51.0,52.0,66.0,71.0,65.0,74.0,51.0,77.0,66.0,55.0,72.0,77.0,34.0,77.0,77.0,77.0,76.0,61.0,56.0,39.0,75,75,8000.0,5000000.0
I. Amadou,Cameroon,LOSC Lille,CB CM CDM ,24,1835,73.0,80.0,63.0,70.0,68.0,67.0,45.0,34.0,65.0,39.0,32.0,65.0,76.0,73.0,73.0,62.0,74.0,51.0,42.0,76.0,75.0,75.0,68.0,76.0,77.0,75.0,82.0,65.0,29.0,75,81,30000.0,8000000.0
C. Cordeso,Chile,CD O'Higgins,LM LB ,25,1962,74.0,67.0,81.0,76.0,67.0,68.0,77.0,61.0,66.0,48.0,43.0,66.0,75.0,63.0,72.0,56.0,71.0,72.0,60.0,73.0,75.0,68.0,77.0,83.0,73.0,73.0,63.0,63.0,55.0,75,75,7000.0,6000000.0
W. Hughes,England,Watford,CM ,22,1893,68.0,67.0,73.0,78.0,78.0,78.0,64.0,56.0,77.0,61.0,48.0,58.0,62.0,54.0,73.0,56.0,67.0,60.0,68.0,75.0,77.0,58.0,67.0,65.0,74.0,68.0,61.0,79.0,46.0,75,84,42000.0,10000000.0
M. Bodmer,France,Amiens SC Football,CAM CB CDM ,34,1910,33.0,68.0,51.0,38.0,80.0,78.0,64.0,76.0,76.0,50.0,60.0,76.0,70.0,64.0,78.0,68.0,70.0,70.0,70.0,73.0,80.0,70.0,70.0,34.0,58.0,74.0,81.0,81.0,64.0,75,75,18000.0,2000000.0
G. Shibasaki,Japan,Getafe CF,ST RM CAM CDM ,25,2001,73.0,62.0,78.0,77.0,77.0,75.0,68.0,59.0,74.0,66.0,67.0,56.0,74.0,67.0,75.0,62.0,72.0,71.0,65.0,76.0,78.0,64.0,70.0,70.0,77.0,71.0,60.0,80.0,61.0,75,81,20000.0,7500000.0
V. Şen,Turkey,Trabzonspor,RM LM ,29,1940,88.0,82.0,92.0,81.0,76.0,66.0,74.0,72.0,82.0,59.0,70.0,54.0,50.0,65.0,67.0,65.0,34.0,65.0,68.0,72.0,72.0,66.0,50.0,87.0,64.0,54.0,59.0,58.0,65.0,75,75,31000.0,6500000.0
M. Wakaso,Ghana,Deportivo Alavés,RM CM LM ,26,2062,90.0,82.0,85.0,85.0,73.0,65.0,74.0,66.0,73.0,55.0,57.0,47.0,69.0,85.0,69.0,68.0,52.0,36.0,69.0,74.0,74.0,85.0,69.0,89.0,82.0,72.0,74.0,69.0,77.0,75,75,23000.0,7000000.0
C. Marrugo,Colombia,Puebla,CAM ,31,1871,72.0,57.0,71.0,68.0,75.0,75.0,73.0,58.0,72.0,66.0,57.0,58.0,54.0,33.0,76.0,68.0,51.0,63.0,75.0,76.0,78.0,70.0,49.0,70.0,67.0,51.0,59.0,78.0,70.0,75,75,10000.0,6000000.0
J. Livermore,England,West Bromwich Albion,CB CDM CM ,27,2004,65.0,83.0,65.0,72.0,75.0,79.0,65.0,69.0,72.0,64.0,58.0,69.0,76.0,69.0,75.0,69.0,70.0,57.0,61.0,74.0,78.0,72.0,66.0,64.0,84.0,72.0,77.0,73.0,59.0,75,76,57000.0,7500000.0
Tana,Spain,UD Las Palmas,LM CAM CM RM ,26,1675,71.0,26.0,78.0,87.0,75.0,65.0,64.0,66.0,82.0,74.0,59.0,28.0,15.0,51.0,68.0,62.0,17.0,64.0,77.0,70.0,77.0,65.0,15.0,67.0,65.0,20.0,51.0,78.0,56.0,75,75,20000.0,7000000.0
M. Suárez,Argentina,Belgrano de Córdoba,ST CAM ,29,1784,70.0,33.0,74.0,70.0,75.0,75.0,71.0,73.0,74.0,70.0,70.0,62.0,18.0,67.0,68.0,73.0,14.0,68.0,77.0,75.0,74.0,72.0,24.0,68.0,47.0,29.0,63.0,74.0,74.0,75,75,15000.0,6500000.0
P. Tachtsidis,Greece,Olympiakos CFP,CM CDM ,26,1944,54.0,75.0,50.0,50.0,77.0,72.0,64.0,66.0,64.0,45.0,55.0,78.0,69.0,78.0,77.0,73.0,58.0,60.0,57.0,70.0,80.0,77.0,76.0,55.0,78.0,76.0,84.0,76.0,60.0,75,77,1000.0,6500000.0
P. Lees-Melou,France,OGC Nice,LM CM RM ,24,1848,69.0,64.0,69.0,58.0,77.0,75.0,76.0,69.0,76.0,66.0,61.0,46.0,48.0,59.0,74.0,59.0,49.0,49.0,74.0,74.0,76.0,61.0,49.0,70.0,77.0,51.0,68.0,76.0,52.0,75,79,26000.0,8500000.0
Dani Rochelinhas,Brazil,Fluminense Football Club,CM CAM ,25,1820,81.0,57.0,82.0,67.0,76.0,78.0,66.0,72.0,75.0,64.0,73.0,51.0,41.0,51.0,71.0,62.0,31.0,71.0,77.0,74.0,74.0,55.0,32.0,72.0,71.0,33.0,54.0,76.0,61.0,75,75,33000.0,7000000.0
E. Hallfreðsson,Iceland,Udinese,CDM CM ,33,2032,67.0,76.0,63.0,69.0,77.0,75.0,72.0,74.0,74.0,51.0,72.0,66.0,75.0,69.0,77.0,76.0,66.0,69.0,68.0,70.0,79.0,80.0,68.0,67.0,70.0,72.0,77.0,74.0,64.0,75,75,26000.0,3900000.0
Rafael Cachoira,Brazil,Santos Futebol Clube,CDM CB ,29,1719,49.0,84.0,51.0,53.0,62.0,70.0,56.0,62.0,58.0,30.0,49.0,73.0,75.0,51.0,76.0,42.0,74.0,42.0,40.0,67.0,66.0,60.0,73.0,60.0,61.0,77.0,83.0,36.0,49.0,75,75,18000.0,5000000.0
R. Mavuba,France,Sparta Praha,CM CDM ,33,1903,60.0,76.0,66.0,80.0,73.0,68.0,66.0,58.0,65.0,42.0,62.0,66.0,76.0,77.0,73.0,61.0,75.0,57.0,49.0,73.0,76.0,68.0,74.0,60.0,75.0,75.0,73.0,64.0,38.0,75,75,1000.0,2700000.0
H. Altıntop,Turkey,SV Darmstadt 98,CAM CDM ,34,2008,48.0,76.0,67.0,68.0,79.0,84.0,74.0,64.0,75.0,62.0,72.0,60.0,70.0,55.0,82.0,80.0,68.0,71.0,65.0,78.0,79.0,81.0,67.0,53.0,58.0,74.0,74.0,78.0,72.0,75,75,22000.0,2000000.0
S. Marveaux,France,FC Lorient,ST CAM ,31,1972,79.0,63.0,80.0,84.0,77.0,76.0,75.0,74.0,75.0,70.0,79.0,55.0,35.0,63.0,76.0,72.0,57.0,73.0,57.0,72.0,77.0,77.0,49.0,65.0,72.0,60.0,58.0,77.0,72.0,75,75,9000.0,6000000.0
E. Emenike,Nigeria,Olympiakos CFP,RM ST ,30,1821,81.0,71.0,72.0,70.0,74.0,68.0,63.0,46.0,75.0,72.0,53.0,70.0,26.0,73.0,64.0,69.0,19.0,66.0,72.0,67.0,69.0,80.0,22.0,81.0,69.0,21.0,86.0,56.0,73.0,75,75,1000.0,6500000.0
O. Toivonen,Sweden,Toulouse FC,ST CAM ,30,1890,51.0,63.0,64.0,52.0,76.0,76.0,69.0,73.0,74.0,77.0,74.0,74.0,42.0,58.0,69.0,77.0,36.0,71.0,75.0,75.0,76.0,77.0,39.0,54.0,77.0,37.0,79.0,77.0,75.0,75,75,28000.0,6500000.0
Y. Kubo,Japan,KAA Gent,ST CAM CF ,23,1867,82.0,41.0,85.0,78.0,76.0,79.0,64.0,67.0,78.0,77.0,71.0,51.0,27.0,54.0,61.0,68.0,38.0,67.0,75.0,72.0,72.0,70.0,51.0,83.0,68.0,49.0,56.0,71.0,58.0,75,80,20000.0,9000000.0
S. Schaars,Netherlands,SC Heerenveen,CM CDM ,33,1933,36.0,72.0,57.0,65.0,74.0,82.0,77.0,75.0,68.0,61.0,76.0,63.0,80.0,40.0,84.0,70.0,64.0,76.0,63.0,72.0,78.0,75.0,69.0,32.0,68.0,67.0,67.0,76.0,67.0,75,75,11000.0,2700000.0
D. Amartey,Ghana,Leicester City,CM CDM ,22,1961,70.0,84.0,68.0,69.0,72.0,70.0,49.0,44.0,69.0,46.0,32.0,74.0,72.0,86.0,71.0,71.0,70.0,51.0,42.0,76.0,76.0,83.0,72.0,76.0,89.0,74.0,85.0,60.0,68.0,75,82,45000.0,8000000.0
O. Yokuşlu,Turkey,Trabzonspor,CM CDM ,23,2059,72.0,80.0,62.0,62.0,75.0,72.0,67.0,72.0,72.0,65.0,65.0,73.0,76.0,69.0,72.0,75.0,69.0,60.0,68.0,70.0,75.0,79.0,70.0,74.0,83.0,74.0,81.0,71.0,70.0,75,80,23000.0,7500000.0
B. Santamaria,France,Angers SCO,CM CDM ,22,1898,71.0,66.0,73.0,69.0,78.0,65.0,64.0,48.0,76.0,65.0,49.0,60.0,69.0,69.0,78.0,62.0,74.0,46.0,63.0,68.0,78.0,62.0,75.0,65.0,75.0,74.0,63.0,74.0,42.0,75,80,18000.0,7500000.0
P. Højbjerg,Denmark,Southampton,CDM CM ,21,1976,65.0,78.0,71.0,65.0,77.0,69.0,66.0,69.0,75.0,52.0,70.0,60.0,74.0,64.0,74.0,68.0,65.0,51.0,62.0,75.0,76.0,78.0,64.0,64.0,79.0,73.0,77.0,74.0,60.0,75,81,52000.0,9000000.0
S. Kljestan,United States,New York Red Bulls,CM CAM ,31,1991,61.0,70.0,66.0,63.0,73.0,75.0,76.0,70.0,71.0,66.0,73.0,69.0,59.0,76.0,71.0,71.0,59.0,67.0,75.0,74.0,78.0,70.0,59.0,64.0,77.0,65.0,69.0,84.0,64.0,75,75,9000.0,6000000.0
F. Brienza,Italy,Bari,CM LW CAM RW ,38,1947,72.0,50.0,82.0,91.0,84.0,78.0,76.0,80.0,80.0,56.0,75.0,33.0,68.0,50.0,76.0,78.0,46.0,79.0,70.0,76.0,80.0,78.0,58.0,63.0,54.0,54.0,44.0,83.0,74.0,75,75,5000.0,2200000.0
Renato Neto,Brazil,KAA Gent,CM ,25,2041,50.0,82.0,63.0,58.0,74.0,76.0,69.0,63.0,69.0,54.0,67.0,75.0,72.0,70.0,78.0,73.0,65.0,75.0,72.0,73.0,76.0,83.0,68.0,64.0,90.0,74.0,85.0,72.0,61.0,75,78,20000.0,8000000.0
José Cañas,Spain,PAOK Thessaloniki,CM CDM ,30,1761,55.0,84.0,57.0,68.0,68.0,72.0,53.0,47.0,48.0,35.0,56.0,50.0,80.0,60.0,72.0,58.0,68.0,47.0,57.0,75.0,74.0,54.0,71.0,52.0,74.0,77.0,72.0,67.0,27.0,75,75,1000.0,4900000.0
Kaimo Lima,Brazil,Cruzeiro,LB CDM CB ,33,1975,76.0,68.0,60.0,59.0,70.0,76.0,70.0,52.0,68.0,50.0,70.0,75.0,76.0,76.0,77.0,76.0,77.0,66.0,59.0,71.0,74.0,79.0,70.0,78.0,61.0,76.0,77.0,58.0,59.0,75,75,25000.0,2700000.0
S. Cardenia,Chile,Santiago Wanderers,CAM LM RM ,33,1899,88.0,49.0,81.0,75.0,73.0,68.0,72.0,49.0,72.0,64.0,60.0,43.0,66.0,53.0,58.0,66.0,55.0,53.0,77.0,81.0,70.0,63.0,57.0,82.0,76.0,58.0,60.0,71.0,58.0,75,75,6000.0,4000000.0
A. McGeady,Republic of Ireland,Sunderland,RM LM ,31,1943,78.0,72.0,91.0,75.0,81.0,73.0,76.0,77.0,82.0,66.0,74.0,60.0,51.0,57.0,69.0,77.0,34.0,77.0,70.0,72.0,73.0,75.0,29.0,76.0,64.0,41.0,58.0,68.0,70.0,75,75,12000.0,6000000.0
A. Cohen,Israel,FC Ingolstadt 04,CM CDM ,28,1994,68.0,87.0,77.0,87.0,72.0,70.0,57.0,53.0,63.0,64.0,63.0,65.0,74.0,90.0,65.0,62.0,75.0,66.0,61.0,73.0,71.0,68.0,76.0,65.0,87.0,77.0,66.0,61.0,56.0,75,75,22000.0,5500000.0
J. Badamontes,Chile,Universidad de Chile,RM LM ,29,1724,86.0,41.0,89.0,88.0,73.0,76.0,62.0,56.0,75.0,71.0,57.0,44.0,31.0,44.0,63.0,61.0,31.0,61.0,77.0,76.0,77.0,53.0,23.0,78.0,67.0,13.0,48.0,76.0,55.0,75,75,14000.0,6500000.0
